conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,eindoordeel,uitleg
007980ab-fdba-49f5-9dd4-24c8cd698870,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
007e621d-8acb-4121-8df0-9b269db9cf54,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0085c435-fe5a-48af-91b6-1629748ed729,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0087972c-6c08-4ab9-a945-2639203b192a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0089c5cb-bab8-4582-9603-8b522eaeaf1e,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
008a217c-3514-4303-b85e-50af45ffcbd2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
009208cb-3432-49be-9ec6-4df8579eeac5,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0092e40f-e90f-4004-9eda-a3b73601354f,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00952ea0-02cc-45f6-aaaa-b91d80231aed,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0098e472-e3ce-42f0-a397-96c8462a4a38,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
009aa269-7a79-4d7f-b8ac-0f50d1a18a48,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
009e3d83-7766-4691-a4b8-53c3e824c42c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00a03d1f-8709-49f9-9240-85db5e7714ab,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00a44c19-1837-4b69-aec9-3c63be970184,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00a73bcb-06cc-4ba4-baf0-31e407c37d77,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00a7ee75-6369-4644-8031-84f4d0881ea2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00a88099-8f00-41de-9548-1d4757429b7b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00b01f38-1ed8-42f0-ab00-1ea239f9469c,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
00b070ae-9ee9-4fe1-aca3-2face6af0eb7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00b441de-8b6f-43dc-adad-fd842bc60290,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00b58bf0-0775-4955-b281-4dfb0d816694,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
00b64077-6187-4bfc-966c-8e8382310b43,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00b804ef-f97e-4c43-a1fe-19b7038d1e4a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00bc16b2-c939-42e0-9db4-03e476006db6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00bc5e02-5fc3-450b-b6c4-cbd310c36745,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00bcae7c-d08a-4f43-a63c-1416a5dc8c52,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
00bd9f28-8ec8-452a-87bc-8921d074a222,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00c427c6-cc86-4c66-a5ae-3dfa2b7224ab,3,2,66.7,Deels beantwoord,2 van de 3 vragen zijn beantwoord.
00c8dc2b-b382-4a0c-bbc4-c11e553995e0,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
00c9d79b-b54d-41f1-b3ea-8aed28b0b6cb,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00cb4dff-9760-4610-93a4-539dbe5102ea,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00d0bc96-45cf-43cb-86cf-3afc9443a7eb,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00da348a-8445-48cf-9ad7-fbd1ba043e09,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00dd8a2d-32cd-47af-b0bd-8a6b5ee2c21f,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00e07e5c-6ead-4b3d-8dd9-10c5dc509fa4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00e6f18a-3b77-489d-9d75-daaa42802d20,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00e7f140-65b9-4855-9d55-95624d666385,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00e8656f-ce94-4e5b-961c-72d22e6b4e32,4,2,50.0,Deels beantwoord,2 van de 4 vragen zijn beantwoord.
00eb1094-dd53-4d72-b0bf-99a2c525686f,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00eef398-aa25-4b97-a096-5602084dce44,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00efc23c-965b-4996-a385-74eff4ab395c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00f02a12-b22c-4ae5-92a7-c05b35779c39,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00f28533-b099-4a15-97ba-e63a75c76969,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00f7075c-faa5-4f2c-83a4-43d93e10a77c,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
00f734d7-01f4-40a6-98e8-7146924b54e3,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00f8c254-f3f3-4627-8213-d263394d2e34,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00f90a4c-a2cf-43af-86ca-1edffd19b345,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
00fff3cb-1160-43ca-b15b-8b206133347c,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
010077d6-da2c-4c13-82f2-36054f5a3a4e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01022b7e-0aa8-463f-8aec-b76301df2547,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0102784a-f506-4832-a438-e0735198997b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0105c48b-81e3-4186-9afc-5265774257af,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0107d68d-2302-4a32-9feb-f7ed057fa5b2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0107f1db-5e99-4eec-af64-8bd85e42673d,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0109ceb7-20ac-4631-a3ee-29c749c1bef6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
010c38d9-f175-4bda-8af1-74e1bd7c1a64,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0112d893-d8cb-4c22-8f7d-8d2bcad6d9a7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01174b4c-7b65-45d3-aa20-b43f67e5308a,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
0117a4de-11e0-4f61-b7bf-77467955ce50,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
011a427e-240e-45dc-8f20-fb6e8e4ac033,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
011df83f-c9c3-48c3-b67f-52a57d16ef1b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
011e0acc-823f-44ea-b571-5fba416ab503,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01207c5a-2613-4eb4-81a9-f1f7ef4e758a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0121ab2a-e2c7-4e68-b078-6f49655a1909,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0121abee-4f9f-4441-9fcf-a71e55683453,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01236434-c4bc-4e26-b265-720090fc88dd,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
012c5caf-918e-4b90-aa74-93c8c7444eff,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
012d4262-1b7a-43fb-91b9-1db43f9ac90e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
012df152-6eb3-4318-b6e9-33f9b3744f00,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
012e88d4-459c-4030-8fed-acfd2541cd85,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
013098d6-1a52-4a11-91ac-f0045dd7d381,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
0134a9ef-b297-4d3c-a0ac-ee8a26258c85,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
013507c2-7dee-4e47-bcd1-03dd7b195575,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0139d3cc-9305-48cc-a430-0da2d9ca4111,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
013ad369-a18d-4025-9ec2-10aec5a4d82c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
013b07a7-6e4a-493e-a556-307a967d7d0a,2,2,100.0,Beantwoord,2 van de 2 vragen zijn beantwoord.
013d32e5-803f-42d7-8c84-e9561af086b7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01400db6-e4b1-45fc-a034-bc61839268a6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0143eac0-df61-4795-84cc-baa1de8c0ff5,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
014906ce-1db5-4788-8b53-6312c5dea059,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
014aed1a-a845-4685-bc9c-e4273d4dbace,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
014dbdfb-3863-481e-9bb5-7608b4a2898b,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
014dfe4a-60e1-427f-b4e8-9e8cb49b1219,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0154958d-aceb-4593-bd9b-e1a3a934244c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0154bfbb-ea54-4b8a-836f-8e11a5b49867,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0155513f-e66a-4517-8116-b10c3f6782ce,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01588050-11d7-46d6-9408-95b34f3555dc,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
015a07be-b315-4036-9e72-79e569ff75eb,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
015c9454-4528-448e-9d33-ed85eda4e761,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
015e02e3-ca48-4f06-8558-94af17fd8562,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0161c77f-cb1c-485b-9b7b-6dca5ca3146b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0165ea00-2a60-4c3a-9257-aac8b70de819,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01661e18-4cb7-4594-9135-a5dcc878eb2b,2,0,0.0,Niet beantwoord,0 van de 2 vragen zijn beantwoord.
016b14b1-2ed2-46ae-b7bb-38c20af7b2da,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
016bf4d1-132b-47db-8cb4-43bf3be5d408,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
016c5826-9c4f-4656-be35-7198ba01c4b2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01746a49-de28-47b2-accb-b8030d973417,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
0175a806-501b-460a-8aa9-df24e345ee7d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
0175d386-a2b4-42f2-b6c4-05214136f197,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0176a3ab-3734-4adf-9d92-69977397e2db,3,0,0.0,Niet beantwoord,0 van de 3 vragen zijn beantwoord.
017cedf4-34ea-4e9f-957f-50137496560a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
017e73dd-4127-4bf5-bc0c-05f79a0d6495,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
017e852a-0745-4cc3-8730-a37656d5ed77,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
017f97f8-ee73-49ec-861d-d661e39e8497,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0181155b-62dc-4666-bb93-e19ab2c9211e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
018b6d55-168a-4b5b-aa4f-e62f0035624c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
018e1592-0ac7-4774-9149-8cfd46e23483,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
019099bc-107f-4968-929d-645767b650c5,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01968b1b-9ba3-42c8-a616-c45e492f7002,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01972630-aa2e-4896-93e6-3cac147ad786,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
019ad37d-3941-4465-9a8f-45b640956aa2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
019bce0e-6754-40b4-a66c-b8e22252dedb,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
019e5fda-794e-4eaf-921f-1df27af8b7bc,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01a0a6d6-e5a0-440c-a7d1-90e5f3ab842f,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01a3fd07-27e0-4452-81b9-2585bec2123a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01a58518-cc70-4966-9c04-72a4c3af7a6e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01a7007b-7e1b-436f-ad1a-3aba9874fa4a,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
01ab740d-5f06-4089-a8b5-391db89309cc,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ab9e86-174c-4c92-ad33-827dc33bbef5,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01ae7bc7-730b-4556-8058-c06e7ee7f069,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
01b16c20-e661-463c-893f-aa81cf114a23,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01b4da98-b24b-4a34-9e5e-9d7f59297290,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01b8953f-87b9-4bce-9aa8-8f2f7194c384,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ba33d7-4b1a-4211-a64e-5c13106e7695,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ba9ef3-0bc6-4807-a392-daf7a5c17fd2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01bbace6-356d-4fc4-85be-d9c91ef36b25,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01bcea2d-5315-4f55-8dcd-a71a79649c06,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01bf07b4-7aa8-4e9d-bdb9-6a670ca3ffa5,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01c4603a-be7a-4380-8da6-3861c97a600e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01c7372c-38d7-413e-b295-feb231f13c59,2,0,0.0,Niet beantwoord,0 van de 2 vragen zijn beantwoord.
01c8750b-deb1-4aab-821a-786c3a21bcf4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ca22b6-2ec8-42a3-ace6-4dfcb5283e87,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01cd6f66-90fa-49a0-8e12-975f936fea8b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01d25529-0659-4cf6-a2b3-4ea9039b99fe,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01d41b0d-1810-45bc-b89b-53bcb601d22f,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01d4f491-e4e4-4ef5-9728-bcf924818476,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01da990e-a7f8-4838-8685-b2e9b394700f,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01df32e8-7d95-4ad0-b660-0deeb5651aa1,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01dfca3a-60b2-4779-909f-97c279393f7c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01e398b0-0cb8-4d9d-91d3-ae618a4b7056,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01e494c5-a3d7-4d51-a5c1-ca1394fd44e2,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01e58198-e330-498e-b506-4f2925094891,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01e82a57-8d2c-4453-b80b-178744eaa3e0,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01e82eb7-4f43-4b73-87c2-f9be763eac4b,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01e85e17-038d-407d-88df-4470d441f117,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ea9c1e-6fa7-4497-a357-a4161009543e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01ef67be-7da7-46a4-9335-208a425dab54,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01efa790-0b65-4761-92c3-07e13c05b8fc,2,0,0.0,Niet beantwoord,0 van de 2 vragen zijn beantwoord.
01f39840-6e52-4365-8c08-21d78c0c53ba,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01f44a54-9bd3-49cf-b4b5-1315887c2ac3,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
01f680e0-7966-4178-a363-1c334b72ebf7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01f6bdbd-8fb6-465f-b485-3836b0e3c1ca,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
01f8dcf3-5a0f-4fbc-bfe3-f08790d5c563,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
01fb4d9a-ff27-47ab-a348-0cb818807493,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0200a9b0-85d5-4738-885e-621a1c9f01ef,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
020362a9-3847-40dc-9c28-698fc3420b26,3,0,0.0,Niet beantwoord,0 van de 3 vragen zijn beantwoord.
02043268-b7f4-4868-abe8-2edf7223ba58,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
02078930-9d67-499b-b6f4-857cc8309fa0,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
02086c5a-394f-41a1-9c21-a14973dabb44,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
0208d14a-6981-485f-9cf6-ddc3a3e7e7f5,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
02096348-0361-419d-a1e1-61fb7ba1f2ed,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
020ba3f9-9732-410c-88f1-0fd782645353,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
020d9749-1925-42d4-9fe2-7d15364a1c18,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
020e6b91-f2d5-4ab6-8717-b97404ad53ae,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
020ecc18-aa29-4a28-a09f-c0ed63b77d6d,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
02110be1-6295-4ea3-999f-6753b1be1c5e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
02157c76-8440-4f28-ac5d-b3299c2d553c,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
0217d061-2ba9-440f-b2c4-7b0dc181b37d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
