conversation_id,aantal_bezoekersberichten,sentiment_start,zekerheid_start,sentiment_eind,zekerheid_eind,uitleg
013ad369-a18d-4025-9ec2-10aec5a4d82c,4,Boos (paniek),0.4987,Neutraal (taakgericht),0.3444,"Het gesprek begint boos (paniek) en eindigt neutraal (taakgericht), op basis van 4 bruikbare bezoekersberichten."
013b07a7-6e4a-493e-a556-307a967d7d0a,4,Neutraal (taakgericht),0.9267,Neutraal (taakgericht),0.767,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 4 bruikbare bezoekersberichten."
01400db6-e4b1-45fc-a034-bc61839268a6,2,Neutraal (taakgericht),0.9014,Neutraal (taakgericht),0.934,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
0143eac0-df61-4795-84cc-baa1de8c0ff5,2,Neutraal (taakgericht),0.8705,Neutraal (taakgericht),0.9393,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
014906ce-1db5-4788-8b53-6312c5dea059,1,Neutraal (taakgericht),0.9036,Neutraal (taakgericht),0.9036,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
014aed1a-a845-4685-bc9c-e4273d4dbace,4,Neutraal (taakgericht),0.8955,Positief,0.688,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 4 bruikbare bezoekersberichten."
014dbdfb-3863-481e-9bb5-7608b4a2898b,1,Neutraal (taakgericht),0.9416,Neutraal (taakgericht),0.9416,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
014dfe4a-60e1-427f-b4e8-9e8cb49b1219,1,Neutraal (taakgericht),0.928,Neutraal (taakgericht),0.928,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
0154958d-aceb-4593-bd9b-e1a3a934244c,1,Negatief (gefrustreerd),0.4836,Negatief (gefrustreerd),0.4836,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
0154bfbb-ea54-4b8a-836f-8e11a5b49867,1,Neutraal (taakgericht),0.9225,Neutraal (taakgericht),0.9225,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
0155513f-e66a-4517-8116-b10c3f6782ce,1,Neutraal (taakgericht),0.8704,Neutraal (taakgericht),0.8704,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
01588050-11d7-46d6-9408-95b34f3555dc,1,Neutraal (taakgericht),0.7836,Neutraal (taakgericht),0.7836,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
015a07be-b315-4036-9e72-79e569ff75eb,4,Neutraal (taakgericht),0.9091,Positief,0.5211,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 4 bruikbare bezoekersberichten."
015c9454-4528-448e-9d33-ed85eda4e761,1,Positief,0.6243,Positief,0.6243,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
0161c77f-cb1c-485b-9b7b-6dca5ca3146b,2,Neutraal (taakgericht),0.7489,Neutraal (taakgericht),0.7489,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
0165ea00-2a60-4c3a-9257-aac8b70de819,1,Neutraal (taakgericht),0.9008,Neutraal (taakgericht),0.9008,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
01661e18-4cb7-4594-9135-a5dcc878eb2b,2,Neutraal (taakgericht),0.9301,Neutraal (taakgericht),0.5007,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
016b14b1-2ed2-46ae-b7bb-38c20af7b2da,1,Neutraal (taakgericht),0.9142,Neutraal (taakgericht),0.9142,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
016bf4d1-132b-47db-8cb4-43bf3be5d408,1,Neutraal (taakgericht),0.8821,Neutraal (taakgericht),0.8821,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
016c5826-9c4f-4656-be35-7198ba01c4b2,1,Negatief (gefrustreerd),0.3405,Negatief (gefrustreerd),0.3405,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
01746a49-de28-47b2-accb-b8030d973417,1,Neutraal (taakgericht),0.9172,Neutraal (taakgericht),0.9172,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
0175a806-501b-460a-8aa9-df24e345ee7d,5,Negatief (gefrustreerd),0.3149,Neutraal (taakgericht),0.3444,"Het gesprek begint negatief (gefrustreerd) en eindigt neutraal (taakgericht), op basis van 5 bruikbare bezoekersberichten."
0175d386-a2b4-42f2-b6c4-05214136f197,2,Neutraal (taakgericht),0.8572,Neutraal (taakgericht),0.8572,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
0176a3ab-3734-4adf-9d92-69977397e2db,4,Positief,0.636,Neutraal (taakgericht),0.8269,"Het gesprek begint positief en eindigt neutraal (taakgericht), op basis van 4 bruikbare bezoekersberichten."
017cedf4-34ea-4e9f-957f-50137496560a,1,Neutraal (taakgericht),0.924,Neutraal (taakgericht),0.924,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
017e73dd-4127-4bf5-bc0c-05f79a0d6495,1,Neutraal (taakgericht),0.9024,Neutraal (taakgericht),0.9024,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
017e852a-0745-4cc3-8730-a37656d5ed77,1,Neutraal (taakgericht),0.7305,Neutraal (taakgericht),0.7305,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
017f97f8-ee73-49ec-861d-d661e39e8497,1,Neutraal (taakgericht),0.9051,Neutraal (taakgericht),0.9051,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
0181155b-62dc-4666-bb93-e19ab2c9211e,2,Neutraal (taakgericht),0.8622,Neutraal (taakgericht),0.8789,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
018b6d55-168a-4b5b-aa4f-e62f0035624c,1,Neutraal (taakgericht),0.9087,Neutraal (taakgericht),0.9087,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
018e1592-0ac7-4774-9149-8cfd46e23483,1,Neutraal (taakgericht),0.9362,Neutraal (taakgericht),0.9362,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
019099bc-107f-4968-929d-645767b650c5,1,Neutraal (taakgericht),0.8909,Neutraal (taakgericht),0.8909,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
