conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,eindoordeel,uitleg,gesprekstekst
16aa4208-92c8-455d-bc0c-5cdaa69081a7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,Bezoeker: www.decibel.nl/faq
17112510-2f60-4c8d-84fe-597b644f37ed,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: How much does parking cost for the whole weekend?
Agent: A weekend parking pass costs €25 and can be bought in advance online or at the gate."
1afd21cb-6669-4ce2-b0b6-6323a12871ee,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Moet ik me kunnen legitimeren bij de leeftijdscontrole?
Agent: Ja, neem een geldig ID-bewijs mee, dat wordt bij de ingang gecontroleerd."
2041fa8a-efd4-4dd8-a347-526b1e6cc0a6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.
Agent: We sturen direct een melding naar alle medewerkers en zetten de infobalie in, kun je naar de infobalie bij de hoofdingang komen?"
22ab64f2-4283-4b4d-9142-e8a2d05f40ba,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Wat vervelend! Loop naar de kassa bij ingang Noord, daar kunnen ze je ticket handmatig valideren.
Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4."
22b2c67f-b458-45f8-bc25-6beaea293feb,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!
Agent: Loop naar de EHBO-post.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
2439e6eb-9038-4840-ab10-e6acbf3d3811,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er breekt brand uit bij de foodtrucks, help snel!
Agent: We hebben de beveiliging en brandweer direct gealarmeerd, loop rustig weg van het gebied."
283b65ba-eb66-4a84-9868-023dbc7e0499,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!
Agent: We sturen direct EHBO naar podium 2, blijf alsjeblieft bij de persoon totdat hulp arriveert.
Bezoeker: Dankjewel, dat helpt!"
2fa6a47d-ccaa-4e5b-ab55-2cb1ebcf9526,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!
Agent: Bedankt voor de melding, we geven dit direct door aan de geluidstechnici om het niveau te controleren.
Bezoeker: Top, bedankt voor de snelle reactie."
2fe89a9b-96bf-4097-98e7-3bf2c67e1bf2,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?
Agent: Meld dit bij het Lost & Found-punt bij de hoofdingang, daar wordt alles verzameld dat gevonden wordt."
337afcd9-d3d2-4da8-9123-6178b1354abd,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,Bezoeker: Mogen we een gasfles gebruiken om te koken op de camping?
36a4cbff-0d22-47ae-952e-40ba8f4659f2,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.
Agent: We sturen direct een melding naar alle medewerkers en zetten de infobalie in, kun je naar de infobalie bij de hoofdingang komen?"
372cdc19-2978-4d78-b7c3-1f331b8c5280,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.
Agent: Dat spijt ons zeer, kun je vertellen bij welke ingang dit was? Dan spreken we dit intern direct aan.
Bezoeker: Thanks, that's helpful!
Agent: Graag gedaan, nog een fijn festival verder!"
38965b07-0a60-47de-b1ea-c145890bd215,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.
Agent: Dat spijt ons zeer, kun je vertellen bij welke ingang dit was? Dan spreken we dit intern direct aan.
Bezoeker: Top, bedankt voor de snelle reactie.
Agent: You're welcome, enjoy the festival!"
3be9d7d4-b010-4ece-8407-792e359387f0,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Zijn er stopcontacten op de camping om mijn telefoon op te laden?
Agent: Ja, bij het centrale voorzieningengebouw staan gratis oplaadpunten."
3bef65ef-522a-4344-b0cc-16d712db82f8,2,0,0.0,Niet beantwoord,0 van de 2 vragen zijn beantwoord.,"Bezoeker: Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?
Agent: Meld dit bij het Lost & Found-punt bij de hoofdingang, daar wordt alles verzameld dat gevonden wordt.
Bezoeker: Waar kan ik mijn fiets stallen dichtbij de ingang?
Agent: Er is een bewaakte fietsenstalling bij ingang West, zo'n 200 meter van de hoofdingang."
3c5c8f89-1bd9-433f-896e-9edf04f4668d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Mijn polsbandje is kapot gegaan, wat moet ik nu doen?
Agent: Ga naar het ticketpunt bij de hoofdingang, daar krijg je een nieuw bandje tegen inlevering van het oude.
Bezoeker: Oke duidelijk, dank je.
Agent: Geen probleem, veel plezier!"
439ac08a-cc81-463d-b90e-7098bd210ee7,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Wat vervelend! Loop naar de kassa bij ingang Noord, daar kunnen ze je ticket handmatig valideren.
Bezoeker: Dankjewel, dat helpt!"
43c84ae1-696b-4af4-adcd-dace56fedde6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Wat vervelend! Loop naar de kassa bij ingang Noord, daar kunnen ze je ticket handmatig valideren."
4600ff8e-ba5f-4fb3-8eba-f4bdc669bbba,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?"
4776b9bb-effb-4797-a37c-c48c604a19c4,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik mijn fiets stallen dichtbij de ingang?
Agent: Er is een bewaakte fietsenstalling bij ingang West, zo'n 200 meter van de hoofdingang."
49f7d24a-c5ef-4559-bab4-8274c9cccf3b,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!
Agent: Onze excuses voor de wachttijd, we sturen extra medewerkers naar de ingang om dit te versnellen.
Bezoeker: Dankjewel, dat helpt!"
4b67a384-290f-4527-8500-21a668b2e7bd,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,Bezoeker: https://decibel.nl/programma
55b8a907-e011-436d-a627-fbd828b21158,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?
Agent: Ja, zolang je polsbandje zichtbaar en onbeschadigd is kun je in- en uitlopen via elke ingang.
Bezoeker: Dankjewel, dat helpt!
Agent: You're welcome, enjoy the festival!"
5696d2b7-acee-4614-b6ef-70b42b75651d,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4.
Bezoeker: Dankjewel, dat helpt!"
5aeb6e3d-03b0-406b-9b90-1f554154f8c4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: There's a medical emergency near the main stage, someone collapsed!
Agent: Medical staff are on their way to the main stage right now, please keep the area clear."
5d13cb6e-eedc-41ff-89b7-d2c7f076f504,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.
Agent: We sturen direct een melding naar alle medewerkers en zetten de infobalie in, kun je naar de infobalie bij de hoofdingang komen?"
5f9fb187-fe03-4aa5-ad9f-7d0aba25d12c,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,Bezoeker: Hoe kom ik van podium 2 naar de foodtrucks?
62f23c9c-7e3e-4589-83b1-b57efd11779e,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Zijn er stopcontacten op de camping om mijn telefoon op te laden?
Agent: Ja, bij het centrale voorzieningengebouw staan gratis oplaadpunten.
Bezoeker: Oke duidelijk, dank je.
Agent: Geen probleem, veel plezier!"
67e1a3e2-2254-4911-98a1-28ae0e5b6045,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Mogen we een gasfles gebruiken om te koken op de camping?
Agent: Kleine gasstelletjes zijn toegestaan, open vuur en grote gasflessen niet.
Bezoeker: Thanks, that's helpful!
Agent: You're welcome, enjoy the festival!"
6b04873c-9b89-4d69-8e3b-d0fa6ee92030,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!
Agent: Bedankt voor de melding, we geven dit direct door aan de geluidstechnici om het niveau te controleren.
Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Wat vervelend! Loop naar de kassa bij ingang Noord, daar kunnen ze je ticket handmatig valideren."
6b18d527-c76c-47c1-b369-306744be2d43,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: There's a medical emergency near the main stage, someone collapsed!
Agent: Medical staff are on their way to the main stage right now, please keep the area clear."
6d33ea83-feae-4635-a2fa-944d62170b00,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.
Agent: Dat spijt ons zeer, kun je vertellen bij welke ingang dit was? Dan spreken we dit intern direct aan."
6ff20d0a-7b7c-4028-8476-7e1516dda6c7,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Kan ik de naam op mijn ticket nog wijzigen?
Agent: Ja, dat kan tot 48 uur van tevoren via je accountpagina onder 'Mijn tickets'."
7420edbf-8610-410f-b370-b7294aaa1247,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!
Agent: Onze excuses voor de wachttijd, we sturen extra medewerkers naar de ingang om dit te versnellen.
Bezoeker: Oke duidelijk, dank je.
Agent: You're welcome, enjoy the festival!"
7dda8f47-1bd9-4fc1-b52f-0743513d3dc0,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Vanaf hoe laat kunnen we inchecken op de camping?
Agent: Inchecken kan vanaf donderdag 12:00, de camping sluit 's nachts niet.
Bezoeker: Dankjewel, dat helpt!
Agent: Graag gedaan, nog een fijn festival verder!"
7df6e233-5e13-4807-9410-93505ca65c28,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Hoe laat rijdt de laatste pendelbus terug naar het station?
Agent: De laatste shuttle vertrekt om 01:00 vanaf shuttlehalte C, elke 15 minuten."
7e2edd10-ae51-4174-a517-12b7aec9bfd5,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Mijn polsbandje is kapot gegaan, wat moet ik nu doen?"
7ebdec56-87d1-4e71-96e3-09364722ab5a,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!
Agent: Onze excuses voor de wachttijd, we sturen extra medewerkers naar de ingang om dit te versnellen.
Bezoeker: Top, bedankt voor de snelle reactie."
80552cf9-8bac-4854-b7e3-0f65ec3cb1c6,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Mijn polsbandje is kapot gegaan, wat moet ik nu doen?
Agent: Ga naar het ticketpunt bij de hoofdingang, daar krijg je een nieuw bandje tegen inlevering van het oude.
Bezoeker: Dankjewel, dat helpt!
Agent: You're welcome, enjoy the festival!"
82cab195-56f8-4c3b-aeda-2e7ecf995444,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!
Agent: Dat lost zichzelf vast wel op.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
8308e78e-ec7a-4ad7-9db9-69e3245ae741,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,Bezoeker: Kan ik mijn dagticket omzetten naar een weekendticket?
84d531fe-5465-47cc-b5e7-a5de7c6e3bba,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Wanneer gaan de tickets voor volgend jaar in de verkoop?
Agent: De verkoop voor volgend jaar start meestal in januari, schrijf je in voor de nieuwsbrief om het als eerste te weten.
Bezoeker: Thanks, that's helpful!
Agent: Graag gedaan, nog een fijn festival verder!"
8c5fdb1e-e71e-4c43-b89f-9594dc203b26,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!
Agent: Wat vervelend, kun je je transactie-ID doorsturen? Dan zoeken we dit voor je uit en corrigeren we het saldo."
8c6cb71e-072c-4816-8cc5-b50678680687,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!
Agent: Het is druk, heb geduld.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
8ceeab07-5772-4472-b5f4-b7de4adf9ea5,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik een kluisje huren op het terrein?
Agent: Bij het kluisjespunt naast het hoofdpodium, betalen kan met pin of via de app."
8f5b11a3-7c9a-4605-b764-495c73c7d161,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Are there vegan food options available on site?
Agent: Yes, several food trucks offer vegan options, marked with a green leaf icon on the map."
9466eb27-05bf-4e55-9bf4-9760b89606e3,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik een kluisje huren op het terrein?
Agent: Bij het kluisjespunt naast het hoofdpodium, betalen kan met pin of via de app."
963c6305-fe38-4a92-be67-f5dc904b2862,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!
Agent: Wat vervelend, kun je je transactie-ID doorsturen? Dan zoeken we dit voor je uit en corrigeren we het saldo."
97a132f2-028e-49b2-8f2c-56f8ecd2d382,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?
Agent: Ja, zolang je polsbandje zichtbaar en onbeschadigd is kun je in- en uitlopen via elke ingang."
9a9a0fd7-6a16-410a-8f60-3892847e3a98,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik mijn fiets stallen dichtbij de ingang?
Agent: Er is een bewaakte fietsenstalling bij ingang West, zo'n 200 meter van de hoofdingang.
Bezoeker: Thanks, that's helpful!
Agent: Graag gedaan, nog een fijn festival verder!"
ae8cfcfb-a099-486f-a763-6278cdd99544,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!
Agent: Wat vervelend! Loop naar de kassa bij ingang Noord, daar kunnen ze je ticket handmatig valideren.
Bezoeker: Oke duidelijk, dank je."
b0e42a30-7d5d-4f97-9d98-1bc32fc64e0a,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Mogen we een gasfles gebruiken om te koken op de camping?
Agent: Kleine gasstelletjes zijn toegestaan, open vuur en grote gasflessen niet."
b274631d-8126-4ecd-b162-7b7670ffd0ff,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.,"Bezoeker: Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?
Agent: Dat zoek je zelf maar uit.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
b5c636f5-f2a5-4d9c-ae87-4b07471a5f45,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4."
b790d4f6-c1da-4234-b105-99da9a4010ec,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4.
Bezoeker: Top, bedankt voor de snelle reactie.
Agent: You're welcome, enjoy the festival!"
b7c4b3c5-a4dc-414e-bc3b-94454c8e9c1c,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?
Agent: Ja, zolang je polsbandje zichtbaar en onbeschadigd is kun je in- en uitlopen via elke ingang.
Bezoeker: Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.
Agent: Dat spijt ons zeer, kun je vertellen bij welke ingang dit was? Dan spreken we dit intern direct aan."
bb4b5a02-113d-446f-b188-26b5440e504e,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.,"Bezoeker: Krijg ik statiegeld terug voor mijn plastic bekers?
Agent: Ja, lever je bekers in bij een van de statiegeldpunten en krijg je €1 per beker terug."
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4.
Bezoeker: Dankjewel, dat helpt!"
c31533ba-c00e-4c75-8247-bf20b6138d75,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.
Agent: Dat zal wel meevallen.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
c319de58-c1a1-4090-af43-a4c253273a27,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!
Agent: Wat vervelend, kun je je transactie-ID doorsturen? Dan zoeken we dit voor je uit en corrigeren we het saldo.
Bezoeker: Oke duidelijk, dank je.
Agent: Geen probleem, veel plezier!"
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!
Agent: Onze excuses voor de wachttijd, we sturen extra medewerkers naar de ingang om dit te versnellen.
Bezoeker: Oke duidelijk, dank je.
Agent: Graag gedaan, nog een fijn festival verder!"
c5be777e-fdd9-47d1-b61e-4e355d66bdbd,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,Bezoeker: Hoe laat rijdt de laatste pendelbus terug naar het station?
c607b218-ed81-4d4d-bba3-1e130a23712d,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er breekt brand uit bij de foodtrucks, help snel!
Agent: We hebben de beveiliging en brandweer direct gealarmeerd, loop rustig weg van het gebied."
c8efc521-999b-4ce4-821c-7669f3dc9530,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.
Agent: Onze excuses, we sturen direct schoonmaakpersoneel naar vak 4."
cb6f62ce-896d-4eb5-aa09-0fec290ec200,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!
Agent: Bedankt voor de melding, we geven dit direct door aan de geluidstechnici om het niveau te controleren.
Bezoeker: Ik wil graag het resterende saldo op mijn cashcard terugvragen.
Agent: Dat kan via het refundformulier op onze website, binnen twee weken staat het bedrag op je rekening."
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2,0,0.0,Niet beantwoord,0 van de 2 vragen zijn beantwoord.,"Bezoeker: Kan ik mijn dagticket omzetten naar een weekendticket?
Agent: Dat kan zolang er nog weekendtickets beschikbaar zijn, via de upgrade-knop in je account.
Bezoeker: Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?
Agent: Ja, zolang je polsbandje zichtbaar en onbeschadigd is kun je in- en uitlopen via elke ingang."
d038ed93-9fa9-4109-8187-42073cc91b22,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Waar kan ik mijn fiets stallen dichtbij de ingang?
Agent: Er is een bewaakte fietsenstalling bij ingang West, zo'n 200 meter van de hoofdingang.
Bezoeker: Thanks, that's helpful!
Agent: Graag gedaan, nog een fijn festival verder!"
d3c629b5-d431-43c4-bc78-d87f2d77297d,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.,"Bezoeker: Wanneer gaan de tickets voor volgend jaar in de verkoop?
Agent: De verkoop voor volgend jaar start meestal in januari, schrijf je in voor de nieuwsbrief om het als eerste te weten."
d5764100-15ba-47ad-9ac9-392caf3a13e4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!
Agent: We sturen direct EHBO naar podium 2, blijf alsjeblieft bij de persoon totdat hulp arriveert."
d5af19d8-b245-4428-ac56-84ee9e505299,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,Bezoeker: https://decibel.nl/programma
daf34125-4179-416c-a83c-5a5a7f5aa4a3,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,"Bezoeker: Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!
Agent: Dat is nu eenmaal een festival.
Bezoeker: Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!"
