conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,eindoordeel,uitleg
bb4b5a02-113d-446f-b188-26b5440e504e,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c31533ba-c00e-4c75-8247-bf20b6138d75,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c319de58-c1a1-4090-af43-a4c253273a27,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c5be777e-fdd9-47d1-b61e-4e355d66bdbd,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
c607b218-ed81-4d4d-bba3-1e130a23712d,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c8efc521-999b-4ce4-821c-7669f3dc9530,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
cb6f62ce-896d-4eb5-aa09-0fec290ec200,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2,2,100.0,Beantwoord,2 van de 2 vragen zijn beantwoord.
d038ed93-9fa9-4109-8187-42073cc91b22,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
d3c629b5-d431-43c4-bc78-d87f2d77297d,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
d5764100-15ba-47ad-9ac9-392caf3a13e4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
d5af19d8-b245-4428-ac56-84ee9e505299,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
daf34125-4179-416c-a83c-5a5a7f5aa4a3,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
df997f25-7033-45d9-af39-1b04b8725b5e,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e2ca6f8d-e496-46c1-9478-2a47ae0477fa,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e637ef45-389c-4117-bd04-630c369909d2,1,0,0.0,Niet beantwoord,0 van de 1 vraag is beantwoord.
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
e706ffa7-800b-4d88-bd4e-efd75c7cb4f9,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e8afbfdc-6abd-4ba4-b055-3f0a9ef2e77f,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
e92698c6-09c3-4139-a3de-ceded2b48155,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
eb0011d0-2f86-4f6a-9008-bd62896affe6,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
eb81d078-4c0b-46ec-945e-4bd4fa1b3c10,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f02f05b7-7043-4ba3-b135-6743bad4f67d,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
f1db4694-cb5c-466d-9e74-a7d987a60366,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f36555c7-c4c1-43f0-898c-4e6c454eeb84,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
f4f21a7b-b56b-4f57-a678-7e9737690628,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f7d2b1ee-2f54-4496-a9bc-af078329ce1b,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
fa88e361-a78c-4135-9b0d-a2ef87a5c386,0,0,0.0,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
feec0f6a-c34d-4f06-8131-05bccb625c0d,1,1,100.0,Beantwoord,1 van de 1 vraag is beantwoord.
