conversation_id,aantal_bezoekersberichten,sentiment_start,zekerheid_start,sentiment_eind,zekerheid_eind,uitleg
439ac08a-cc81-463d-b90e-7098bd210ee7,2,Boos (paniek),0.5822,Positief,0.6697,"Het gesprek begint boos (paniek) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
43c84ae1-696b-4af4-adcd-dace56fedde6,1,Boos (paniek),0.5822,Boos (paniek),0.5822,"Het gesprek begint boos (paniek) en eindigt boos (paniek), op basis van 1 bruikbaar bezoekersbericht."
4600ff8e-ba5f-4fb3-8eba-f4bdc669bbba,1,Neutraal (taakgericht),0.4526,Neutraal (taakgericht),0.4526,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
4776b9bb-effb-4797-a37c-c48c604a19c4,1,Neutraal (taakgericht),0.9346,Neutraal (taakgericht),0.9346,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
49f7d24a-c5ef-4559-bab4-8274c9cccf3b,2,Negatief (gefrustreerd),0.5067,Positief,0.6697,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
55b8a907-e011-436d-a627-fbd828b21158,2,Neutraal (taakgericht),0.8084,Positief,0.6697,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
5696d2b7-acee-4614-b6ef-70b42b75651d,2,Negatief (gefrustreerd),0.884,Positief,0.6697,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
5aeb6e3d-03b0-406b-9b90-1f554154f8c4,1,Negatief (gefrustreerd),0.4756,Negatief (gefrustreerd),0.4756,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
5d13cb6e-eedc-41ff-89b7-d2c7f076f504,1,Positief,0.4293,Positief,0.4293,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
5f9fb187-fe03-4aa5-ad9f-7d0aba25d12c,1,Neutraal (taakgericht),0.9349,Neutraal (taakgericht),0.9349,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
62f23c9c-7e3e-4589-83b1-b57efd11779e,2,Neutraal (taakgericht),0.8412,Positief,0.9396,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
67e1a3e2-2254-4911-98a1-28ae0e5b6045,2,Neutraal (taakgericht),0.9253,Positief,0.7901,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
6b04873c-9b89-4d69-8e3b-d0fa6ee92030,2,Negatief (gefrustreerd),0.7252,Boos (paniek),0.5822,"Het gesprek begint negatief (gefrustreerd) en eindigt boos (paniek), op basis van 2 bruikbare bezoekersberichten."
6b18d527-c76c-47c1-b369-306744be2d43,1,Negatief (gefrustreerd),0.4756,Negatief (gefrustreerd),0.4756,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
6d33ea83-feae-4635-a2fa-944d62170b00,1,Boos (paniek),0.577,Boos (paniek),0.577,"Het gesprek begint boos (paniek) en eindigt boos (paniek), op basis van 1 bruikbaar bezoekersbericht."
6ff20d0a-7b7c-4028-8476-7e1516dda6c7,1,Neutraal (taakgericht),0.913,Neutraal (taakgericht),0.913,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
7420edbf-8610-410f-b370-b7294aaa1247,2,Negatief (gefrustreerd),0.5067,Positief,0.9396,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
7dda8f47-1bd9-4fc1-b52f-0743513d3dc0,2,Neutraal (taakgericht),0.9338,Positief,0.6697,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
7df6e233-5e13-4807-9410-93505ca65c28,1,Neutraal (taakgericht),0.9387,Neutraal (taakgericht),0.9387,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
7e2edd10-ae51-4174-a517-12b7aec9bfd5,1,Negatief (gefrustreerd),0.5206,Negatief (gefrustreerd),0.5206,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
7ebdec56-87d1-4e71-96e3-09364722ab5a,2,Negatief (gefrustreerd),0.5067,Positief,0.8541,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
80552cf9-8bac-4854-b7e3-0f65ec3cb1c6,2,Negatief (gefrustreerd),0.5206,Positief,0.6697,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
82cab195-56f8-4c3b-aeda-2e7ecf995444,2,Negatief (gefrustreerd),0.787,Negatief (gefrustreerd),0.3768,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
8308e78e-ec7a-4ad7-9db9-69e3245ae741,1,Neutraal (taakgericht),0.9372,Neutraal (taakgericht),0.9372,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
84d531fe-5465-47cc-b5e7-a5de7c6e3bba,2,Neutraal (taakgericht),0.9396,Positief,0.7901,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
8c5fdb1e-e71e-4c43-b89f-9594dc203b26,1,Negatief (gefrustreerd),0.787,Negatief (gefrustreerd),0.787,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
8c6cb71e-072c-4816-8cc5-b50678680687,2,Negatief (gefrustreerd),0.5067,Negatief (gefrustreerd),0.3768,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
8ceeab07-5772-4472-b5f4-b7de4adf9ea5,1,Neutraal (taakgericht),0.9354,Neutraal (taakgericht),0.9354,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
8f5b11a3-7c9a-4605-b764-495c73c7d161,1,Neutraal (taakgericht),0.9307,Neutraal (taakgericht),0.9307,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
9466eb27-05bf-4e55-9bf4-9760b89606e3,1,Neutraal (taakgericht),0.9354,Neutraal (taakgericht),0.9354,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
963c6305-fe38-4a92-be67-f5dc904b2862,1,Negatief (gefrustreerd),0.787,Negatief (gefrustreerd),0.787,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
97a132f2-028e-49b2-8f2c-56f8ecd2d382,1,Neutraal (taakgericht),0.8084,Neutraal (taakgericht),0.8084,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
9a9a0fd7-6a16-410a-8f60-3892847e3a98,2,Neutraal (taakgericht),0.9346,Positief,0.7901,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
ae8cfcfb-a099-486f-a763-6278cdd99544,2,Boos (paniek),0.5822,Positief,0.9396,"Het gesprek begint boos (paniek) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
b0e42a30-7d5d-4f97-9d98-1bc32fc64e0a,1,Neutraal (taakgericht),0.9253,Neutraal (taakgericht),0.9253,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
b274631d-8126-4ecd-b162-7b7670ffd0ff,2,Neutraal (taakgericht),0.4526,Negatief (gefrustreerd),0.3768,"Het gesprek begint neutraal (taakgericht) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
b5c636f5-f2a5-4d9c-ae87-4b07471a5f45,1,Negatief (gefrustreerd),0.884,Negatief (gefrustreerd),0.884,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
b790d4f6-c1da-4234-b105-99da9a4010ec,2,Negatief (gefrustreerd),0.884,Positief,0.8541,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
b7c4b3c5-a4dc-414e-bc3b-94454c8e9c1c,2,Neutraal (taakgericht),0.8084,Boos (paniek),0.577,"Het gesprek begint neutraal (taakgericht) en eindigt boos (paniek), op basis van 2 bruikbare bezoekersberichten."
bb4b5a02-113d-446f-b188-26b5440e504e,1,Neutraal (taakgericht),0.9288,Neutraal (taakgericht),0.9288,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,2,Negatief (gefrustreerd),0.884,Positief,0.6697,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
c31533ba-c00e-4c75-8247-bf20b6138d75,2,Boos (paniek),0.577,Negatief (gefrustreerd),0.3768,"Het gesprek begint boos (paniek) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
c319de58-c1a1-4090-af43-a4c253273a27,2,Negatief (gefrustreerd),0.787,Positief,0.9396,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,2,Negatief (gefrustreerd),0.5067,Positief,0.9396,"Het gesprek begint negatief (gefrustreerd) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
c5be777e-fdd9-47d1-b61e-4e355d66bdbd,1,Neutraal (taakgericht),0.9387,Neutraal (taakgericht),0.9387,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
c607b218-ed81-4d4d-bba3-1e130a23712d,1,Positief,0.7153,Positief,0.7153,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
c8efc521-999b-4ce4-821c-7669f3dc9530,1,Negatief (gefrustreerd),0.884,Negatief (gefrustreerd),0.884,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
cb6f62ce-896d-4eb5-aa09-0fec290ec200,2,Negatief (gefrustreerd),0.7252,Neutraal (taakgericht),0.8457,"Het gesprek begint negatief (gefrustreerd) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2,Neutraal (taakgericht),0.9372,Neutraal (taakgericht),0.8084,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 2 bruikbare bezoekersberichten."
d038ed93-9fa9-4109-8187-42073cc91b22,2,Neutraal (taakgericht),0.9346,Positief,0.7901,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
d3c629b5-d431-43c4-bc78-d87f2d77297d,1,Neutraal (taakgericht),0.9396,Neutraal (taakgericht),0.9396,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
d5764100-15ba-47ad-9ac9-392caf3a13e4,1,Positief,0.8806,Positief,0.8806,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
daf34125-4179-416c-a83c-5a5a7f5aa4a3,2,Negatief (gefrustreerd),0.7252,Negatief (gefrustreerd),0.3768,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
df997f25-7033-45d9-af39-1b04b8725b5e,1,Positief,0.7153,Positief,0.7153,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
e2ca6f8d-e496-46c1-9478-2a47ae0477fa,1,Positief,0.7153,Positief,0.7153,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
e637ef45-389c-4117-bd04-630c369909d2,2,Neutraal (taakgericht),0.4526,Positief,0.8541,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,2,Neutraal (taakgericht),0.9349,Positief,0.9396,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
e706ffa7-800b-4d88-bd4e-efd75c7cb4f9,1,Negatief (gefrustreerd),0.4756,Negatief (gefrustreerd),0.4756,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
e8afbfdc-6abd-4ba4-b055-3f0a9ef2e77f,1,Neutraal (taakgericht),0.9354,Neutraal (taakgericht),0.9354,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
e92698c6-09c3-4139-a3de-ceded2b48155,1,Positief,0.8806,Positief,0.8806,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
eb81d078-4c0b-46ec-945e-4bd4fa1b3c10,1,Positief,0.8806,Positief,0.8806,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
f02f05b7-7043-4ba3-b135-6743bad4f67d,1,Neutraal (taakgericht),0.9366,Neutraal (taakgericht),0.9366,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
f1db4694-cb5c-466d-9e74-a7d987a60366,1,Positief,0.4293,Positief,0.4293,"Het gesprek begint positief en eindigt positief, op basis van 1 bruikbaar bezoekersbericht."
f36555c7-c4c1-43f0-898c-4e6c454eeb84,1,Neutraal (taakgericht),0.9288,Neutraal (taakgericht),0.9288,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,2,Neutraal (taakgericht),0.9349,Positief,0.8541,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
f4f21a7b-b56b-4f57-a678-7e9737690628,1,Neutraal (taakgericht),0.9349,Neutraal (taakgericht),0.9349,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,2,Boos (paniek),0.5822,Negatief (gefrustreerd),0.3768,"Het gesprek begint boos (paniek) en eindigt negatief (gefrustreerd), op basis van 2 bruikbare bezoekersberichten."
f7d2b1ee-2f54-4496-a9bc-af078329ce1b,1,Neutraal (taakgericht),0.9317,Neutraal (taakgericht),0.9317,"Het gesprek begint neutraal (taakgericht) en eindigt neutraal (taakgericht), op basis van 1 bruikbaar bezoekersbericht."
fa88e361-a78c-4135-9b0d-a2ef87a5c386,1,Negatief (gefrustreerd),0.7252,Negatief (gefrustreerd),0.7252,"Het gesprek begint negatief (gefrustreerd) en eindigt negatief (gefrustreerd), op basis van 1 bruikbaar bezoekersbericht."
feec0f6a-c34d-4f06-8131-05bccb625c0d,2,Neutraal (taakgericht),0.9346,Positief,0.8541,"Het gesprek begint neutraal (taakgericht) en eindigt positief, op basis van 2 bruikbare bezoekersberichten."
