conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,telt_mee,eindoordeel,uitleg
10b07340-481b-422e-bacd-bdbae0cc0f95,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1246ef2d-c38e-48c1-aeb7-7c4c06928379,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1282f8e6-9644-4dfd-9600-d526ef241812,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
12ac98bf-388a-425f-b765-12b4d457a5c1,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
13ad15e0-1232-4c51-a58c-e73323c085c3,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
14b3d17a-d3eb-4114-838e-361173b64729,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
14dba487-6b83-4e71-a5dc-5f2a9f8472e0,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
150b1fad-88a3-4491-9285-d94c10878e8a,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
154491f1-e3ce-463f-a929-1609857affbb,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
15e4830f-5794-4718-8196-69fd90ec225b,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
15e71aa7-3cc5-48b5-a21f-76a557989b98,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1710919c-f784-4a25-bb15-ff78d84876a8,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1742addb-36cb-41cb-87ca-ae7a030fe3b3,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
179ebe25-7626-4f4b-b22c-6cf171eacbff,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
17b813c9-a768-45ad-a305-317e4a71a2f5,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
17c6cc22-ef9f-472c-8b58-19c1cddebc97,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1802e1c9-e4a5-4ade-abc0-33fda8ce8655,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
187d831f-1702-4c05-8d75-bf6b07d52405,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1a403041-ddfc-46b8-80bb-cba3f1d691a1,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1a6625ad-b179-4971-a4ab-39561e3750af,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1b4e4803-2257-46e2-8629-26762dd2265c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1b7d87da-9c66-450f-ab26-54620a461a68,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1bdaef0b-2928-4349-a389-16df918a46e9,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1be703b4-43d3-42cb-8180-f2071312c727,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1c12123b-c78b-417f-bfa0-2548cff3c46c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1dc0a253-b919-4093-93b6-8d4beea581fd,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1de4edb5-3cb9-4ba8-b783-b5b9ff632492,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
1ec0d3d4-84da-46f8-86b2-0b8b75539dd9,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
1fbb58df-aced-4a64-a4e7-5e23bdf0edeb,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
20e31a80-f5ed-4182-92c3-c0764798d4bd,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2186420d-9e43-430b-989a-43ea93f113a1,2,1,50.0,True,Deels beantwoord,1 van de 2 vragen zijn beantwoord.
220d8621-3431-4dd6-97cb-2624b9b4fd45,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
22ca281e-537d-4078-ae60-3ac831115bf8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
22e99039-ae98-45f1-a5d7-e29a837bf076,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
23c643cd-55ab-48d6-97d3-705b238be898,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
23e05704-988c-4f14-9315-a5484406f9a4,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
24be083f-a87d-49aa-a895-b2c77460217a,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
25b1669f-8ed2-44ac-aa06-f9afe8595781,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
26331583-f497-4bb1-b33e-fe0e2de78799,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2694499b-2af7-4277-b9ae-f5fe6005f3e1,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
26b09e86-2ec7-4ed7-a1c6-ff9112410a61,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
274e399c-da83-4437-ad4d-456158d82daf,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
27a7ef1f-f1f9-467b-b26d-41258a8ed4fc,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
287ee77c-c6dc-4426-bfc3-2b56e36ca4d9,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
29f4c1f2-8c46-4d4e-a809-43fc769c24d8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2a40bbea-0462-4c77-bea6-836c66c5d401,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2a9ba08a-ddb7-4dd8-8a2f-09fcf8c8a8e5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2b08e264-f928-4993-852d-75a190ec0f65,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2b7a5408-d6cd-492a-a896-ef73c9780ab5,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
2c0a5273-5ae1-4984-a78c-3f78b79c93f7,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
2c60c1b7-4dca-4fd3-b403-e8ae9eb2616f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2c7fe844-8cdb-4bfa-a7d1-e42df5ed1638,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
2c9c7738-2fad-4d52-a6f7-4145c87ab9c3,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
2d20845b-7c74-4e1c-8c17-a6e64d7a7d1a,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
2d6849b8-b421-452c-8eb0-84279bc55570,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
2ec6ec72-735e-4662-a8c6-87b5a708477b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
30727ed7-3c52-4b37-9e69-b8436a569d82,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
309bfad9-22db-46c4-b005-89865c1298d8,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
3151ae09-babf-4390-96d8-23dee8f71d61,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
31ab2b1c-67e4-4088-b5a5-1a0cc3752012,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
31b589ae-1f1d-413d-8538-fd4f96841a15,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
321daacf-ed4a-4bd6-afe6-207fcf8279e4,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
322b3132-207c-4eb1-b2bb-2387c2f61ef0,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
346e9b25-37fb-47da-a21c-808eaed74b78,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
35c9f961-a8fe-4855-89e3-0a86df802840,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
38a5bd6e-2489-4800-b49a-54a8b11139ef,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
398d777c-94af-485d-b8d6-cc13557740b8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
39c9b1c2-fc63-4567-932e-95b67cc364c0,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
3b43273b-a32e-4451-941b-acbe94bacf70,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
3c5199ec-97da-44d6-b197-ddb822420d34,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
3df3d581-4025-456e-bdd3-18f8606449d1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
3e080ac3-5cb6-420e-94d5-b8727a67ed3c,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
3e5145b7-734e-490f-82b7-b7d7559e50d1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
3f5ee726-8f58-4d57-b35c-725a99b05778,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
401e4445-0d52-460c-8b44-f642af1b213c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
40c6ad0a-0fa7-4a68-a9ad-36472c5434c7,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
419068e4-4eb1-43f6-9125-2b75e31a3388,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
419ce062-3608-425f-b8b5-5e0e741cf8b2,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4282d3a1-32f5-4f39-b207-066396f9f014,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4285a9b1-55a7-48f1-af73-289bac0ec5ae,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
42da7d2b-81f7-4a5f-80c6-a7925c66bc67,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
43189ee9-a108-487b-aa78-a2089222a993,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
434cdc03-6141-40fb-b092-5fc51e808399,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
4434b360-82f0-492b-9d6e-6fe96f78ba23,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
44bbb75a-57f7-4934-aa60-33be60f3d05f,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
45e1d53a-3e3a-4e3e-8353-5a3f403f8d35,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4794011b-4ffa-442d-a5dd-00f014ddfe9d,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4867ab43-139d-4649-85cf-e466e74865d9,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
4897f486-50cd-4b5b-8b7d-082b03ca162c,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
48b401f1-1406-480a-b916-f9a53c89ebcf,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
49985b8a-c903-4bb7-889a-1eaffa1a6efd,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4a916ae0-5164-4721-9e2a-bb454f60e83e,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4affaa6a-120c-4899-a44e-9cfc134f839d,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4c0f2e98-1ed3-40fd-9237-d0e1ffb17530,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4c2f6056-686a-43c0-b4f1-de52bb39c14a,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4ceeb9ef-dafd-40d5-b801-2d1fdf2f342f,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4d0a2bb6-52fb-4f83-874f-821936190b0b,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
4d6b8b56-c958-43ea-89c5-343d82d9f79a,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
4e44ca01-e8cb-4a70-99e0-468d48ab5608,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4e49a9ae-75a6-4030-a204-1e21af595a49,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
4ea6be50-a783-4d61-9e86-310dd8889d35,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4efe9eab-cc5c-4115-819a-d421e7ce24e4,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4f575f74-3cba-41ef-bb35-f38e453be612,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
50192d22-5d1e-46ee-be55-6c44946c3549,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
506ea72e-081c-4c77-963b-8e372b9e7da7,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5270dd13-a20f-40d1-8698-12200f7401cd,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
52dceb08-c1d0-45d0-8d5a-be5967d021df,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
53408e55-39c2-4ca7-912e-562c2b67806f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
54067248-e950-404f-9cf2-29f652cdd8a3,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
5563dbf9-38b6-48ad-ae8d-fd60b9f6c8a5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
560e83f3-1e5d-4150-8add-3ddf300e51e6,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
56c8be89-7c4e-4553-9f9e-68772c56fa7d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
56f71dc8-7b96-4b69-add8-359025f5c5c1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5831c1ca-f109-4892-a89c-ee3ee0b30536,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
596d018a-789e-4d99-afef-024a8d0129f8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5a11222d-3512-4cf3-ac04-34962cd1c6c7,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
5a782977-2f95-4f5e-b10e-41236fe85abb,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
5a89e558-12ba-4c17-a133-1a32a885fca6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5af17e32-1345-4b74-950c-9c64b046e532,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5b59c348-5104-4426-b094-a1ec3a358e77,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
5be59cc2-f220-4e91-a039-9b9fd9483ed8,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
5e3d407d-3d9b-4e5f-8ecc-d4df932e06ca,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5fa1410f-9388-45c9-b2db-eda6f238fff3,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
5fc72f38-46fc-4c87-a128-7fe96a5a9fc6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5fc98386-4ae3-41a1-926b-2d6940ea1194,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5feaa982-1529-4df2-a649-ea8c66964b0c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5fed2867-4a54-4be6-a46c-8ba72d05b28e,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
60785e49-4db7-4a22-abcf-7975f7d0ba7a,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
60b5fdb0-5ba8-4d6b-a031-b202116653d2,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
610aef5b-c17c-4e90-9447-540071cecf00,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
612c5c31-c3f4-4b08-8345-141dfe79c4ce,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
61b7006b-5f82-4d9b-a1a1-f4be488ad99d,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
62e262ef-3982-456f-8329-abbd8a861267,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
64aaa9a4-9822-46d6-9f0e-7966969fb4c7,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
652ea913-e59e-4613-9b98-09b470ccca74,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
65528604-badb-49b6-b0b1-ed1b2f24da4b,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
65bab551-47ff-4107-b060-a78c1e79371b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
664ab60a-a36f-45f1-b48d-fe88b91d232d,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
67218615-a49a-49e5-b5ce-d6501568d041,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
6759235d-926f-40a3-bb98-8f6260258b6d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
67cfc32e-5619-483e-93d8-6b61addc2090,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
67ebe579-69a0-4779-9e32-675eb7b6a49f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6888978f-0519-40cc-9365-71318aad331e,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
69be6ea3-4c83-4cac-91e8-7079cece7ac9,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6a247df1-c852-43fc-83a4-54f0ea050b68,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
6a70bce5-a0bd-4b70-a566-4b6661b26f50,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
6a70ca4b-aab7-44fc-9a95-60ece8e4ee4b,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
6abae551-4c8a-4463-a18a-5bb7fe8ff04b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6e597a4a-4e0f-4f0d-8c1d-6775f3b550ce,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
6eb23c09-3cc2-4397-9a5c-b2a18af1fd91,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6ee0fb84-2c88-4573-b439-96ea55929a63,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6fd29c96-f969-484d-b436-d8366b402144,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
712c2a99-d510-4147-90c9-51c60bcc9718,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7196684f-8460-41a7-b80e-1b62f6810c7d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
720eeebe-8453-405e-bd5a-97338fdf6f54,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
72117cb1-edcd-466c-bd9d-1d663aad1a61,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
724c3ab3-b430-4b15-a866-f1101b897d14,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
727b873b-cf9c-4162-99ce-d70e16096c97,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
727ee324-5b17-4211-ac4b-7ae920e04e03,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
72e0b4f1-bdc0-4087-8dd5-94f27f9f45e2,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
735ec65c-4cf6-43e2-b8d3-d1cb4db3e384,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7451fd46-ff76-4fec-9ec2-076d524a37d7,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
7466a6c5-9600-4e8d-b1da-a668f622c694,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
746b7d39-5c44-40a6-824e-d95faf4328ea,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
74ab239a-92a2-46cf-98b5-898ad2c24b38,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
74dd189d-65c2-474a-ad5e-df6cf6599652,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
76d81982-275d-4f5e-bcd0-a21c88ec46c3,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
77130e23-faac-452a-87b4-0ab7ac068bbe,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
77178a8a-5e83-4014-8eee-75b173430246,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
77658bc7-a721-4106-8750-c293cfc9019a,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
7813fbc4-8040-4166-8bf1-e926ede68eb8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
792433e4-3e58-4586-8fb2-8f91b459c148,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7941a492-89e1-4aad-af31-01060dd95925,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
79da782c-072c-4b4b-9c43-875336a085c1,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
7b13309c-fc2a-489e-ae0e-829012b0c5b2,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
7b626fef-d514-47f7-b560-f9e205538b8d,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
7b8cbabf-dd5f-45c4-b6c3-c1660cc4aebe,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,1,1,100.0,True,Beantwoord,1 van de 1 vragen zijn beantwoord.
7c309100-358d-46c4-9ba9-9276a6607776,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7c5d0df6-0ba8-4bc1-8381-a06a907d8d78,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7dabc0e1-8531-4519-bea6-14cc10c62bd9,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7e42a8a5-a573-4dcf-81f9-19ad487fc073,1,0,0.0,True,Niet beantwoord,0 van de 1 vragen zijn beantwoord.
7fc21dfd-b95a-4775-beff-5f352ddfb054,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
8080ac21-439e-44c2-af28-dbe1d5696d90,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
80c89f29-061f-4e75-93ee-e3c373581f03,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
