conversation_id,sentiment_customer_message_count,sentiment_starting_sentiment,sentiment_starting_confidence,sentiment_ending_sentiment,sentiment_ending_confidence,sentiment_explanation,answer_check_aantal_vragen,answer_check_aantal_beantwoord,answer_check_percentage_beantwoord,answer_check_telt_mee,answer_check_eindoordeel,answer_check_uitleg,intent_intent_count,intent_intents,topic_topic_count,topic_topics,language_language,language_confidence,language_is_multilingual
26b09e86-2ec7-4ed7-a1c6-ff9112410a61,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
29f4c1f2-8c46-4d4e-a809-43fc769c24d8,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
2a40bbea-0462-4c77-bea6-836c66c5d401,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
2a9ba08a-ddb7-4dd8-8a2f-09fcf8c8a8e5,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
2b7a5408-d6cd-492a-a896-ef73c9780ab5,1.0,Negative (frustrated),0.5543,Negative (frustrated),0.5543,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.3565; first_detected_at=2026-08-30T00:18:47.345733+00:00],1,Venue > LostFound [similarity=0.5838; first_detected_at=2026-08-30T00:18:47.345733+00:00],nl,1.0,False
2c60c1b7-4dca-4fd3-b403-e8ae9eb2616f,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
2c7fe844-8cdb-4bfa-a7d1-e42df5ed1638,2.0,Negative (frustrated),0.3379,Positive,0.8061,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.6951; first_detected_at=2026-08-30T07:51:47.049209+00:00],1,Venue > Shops [similarity=0.5464; first_detected_at=2026-08-30T07:51:47.049209+00:00],nl,1.0,False
2c9c7738-2fad-4d52-a6f7-4145c87ab9c3,4.0,Neutral (task-oriented),0.8916,Neutral (task-oriented),0.5415,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 4 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7156; first_detected_at=2026-08-30T06:57:20.066889+00:00],4,Access > Upgrade [similarity=0.4811; first_detected_at=2026-08-30T06:57:20.066889+00:00] ||| Venue > Amenities [similarity=0.5686; first_detected_at=2026-08-30T06:58:53.768124+00:00] ||| Venue > Lockers [similarity=0.4898; first_detected_at=2026-08-30T06:59:49.736910+00:00] ||| Program > General [similarity=0.4109; first_detected_at=2026-08-30T07:00:59.775340+00:00],en,1.0,False
2ec6ec72-735e-4662-a8c6-87b5a708477b,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
3151ae09-babf-4390-96d8-23dee8f71d61,1.0,Neutral (task-oriented),0.5097,Neutral (task-oriented),0.5097,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Operate System [confidence=0.9740; first_detected_at=2026-08-30T11:54:10.691680+00:00],0,,und,0.0,False
321daacf-ed4a-4bd6-afe6-207fcf8279e4,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
322b3132-207c-4eb1-b2bb-2387c2f61ef0,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
346e9b25-37fb-47da-a21c-808eaed74b78,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
38a5bd6e-2489-4800-b49a-54a8b11139ef,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
39c9b1c2-fc63-4567-932e-95b67cc364c0,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
3c5199ec-97da-44d6-b197-ddb822420d34,2.0,Neutral (task-oriented),0.9386,Positive,0.3474,"The conversation starts neutral (task-oriented) and ends positive, based on 2 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Perform Transaction / Change [confidence=0.4658; first_detected_at=2026-08-30T12:36:34.621551+00:00],1,Access > Upgrade [similarity=0.5798; first_detected_at=2026-08-30T12:36:34.621551+00:00],nl,1.0,False
3f5ee726-8f58-4d57-b35c-725a99b05778,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
419068e4-4eb1-43f6-9125-2b75e31a3388,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
419ce062-3608-425f-b8b5-5e0e741cf8b2,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
4282d3a1-32f5-4f39-b207-066396f9f014,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
4285a9b1-55a7-48f1-af73-289bac0ec5ae,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
43189ee9-a108-487b-aa78-a2089222a993,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
4a916ae0-5164-4721-9e2a-bb454f60e83e,4.0,Negative (frustrated),0.4768,Neutral (task-oriented),0.9036,"The conversation starts negative (frustrated) and ends neutral (task-oriented), based on 4 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,2,Request Information [confidence=0.8602; first_detected_at=2026-08-30T11:04:23.113760+00:00] ||| Active Navigation Help [confidence=0.8207; first_detected_at=2026-08-30T11:27:35.670875+00:00],2,Transport > Shuttle [similarity=0.7173; first_detected_at=2026-08-30T11:04:23.113760+00:00] ||| Venue > Shops [similarity=0.3479; first_detected_at=2026-08-30T11:04:57.273989+00:00],nl,1.0,False
4c2f6056-686a-43c0-b4f1-de52bb39c14a,1.0,Neutral (task-oriented),0.8434,Neutral (task-oriented),0.8434,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 1 usable customer message.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,en,1.0,False
4ceeb9ef-dafd-40d5-b801-2d1fdf2f342f,1.0,Neutral (task-oriented),0.8642,Neutral (task-oriented),0.8642,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.6324; first_detected_at=2026-08-30T00:13:25.466176+00:00],1,Venue > CabinAccess [similarity=0.6419; first_detected_at=2026-08-30T00:13:25.466176+00:00],nl,1.0,False
4e44ca01-e8cb-4a70-99e0-468d48ab5608,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
4efe9eab-cc5c-4115-819a-d421e7ce24e4,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
50192d22-5d1e-46ee-be55-6c44946c3549,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
506ea72e-081c-4c77-963b-8e372b9e7da7,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5270dd13-a20f-40d1-8698-12200f7401cd,4.0,Positive,0.6518,Negative (frustrated),0.4385,"The conversation starts positive and ends negative (frustrated), based on 4 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.4425; first_detected_at=2026-08-30T12:53:43.827981+00:00],1,Program > General [similarity=0.4697; first_detected_at=2026-08-30T12:53:43.827981+00:00],nl,0.9603,False
52dceb08-c1d0-45d0-8d5a-be5967d021df,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
53408e55-39c2-4ca7-912e-562c2b67806f,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5563dbf9-38b6-48ad-ae8d-fd60b9f6c8a5,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5831c1ca-f109-4892-a89c-ee3ee0b30536,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
596d018a-789e-4d99-afef-024a8d0129f8,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5a11222d-3512-4cf3-ac04-34962cd1c6c7,5.0,Neutral (task-oriented),0.9066,Negative (frustrated),0.8587,"The conversation starts neutral (task-oriented) and ends negative (frustrated), based on 5 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,3,Request Information [confidence=0.7185; first_detected_at=2026-08-30T07:20:09.311852+00:00] ||| Resolve Problem or Incident [confidence=0.6093; first_detected_at=2026-08-30T07:21:00.470565+00:00] ||| Operate System [confidence=0.4542; first_detected_at=2026-08-30T07:25:22.413579+00:00],3,Venue > Charging [similarity=0.4634; first_detected_at=2026-08-30T07:20:09.311852+00:00] ||| Payments > Deposit [similarity=0.3917; first_detected_at=2026-08-30T07:23:15.502855+00:00] ||| Access > Lost [similarity=0.3576; first_detected_at=2026-08-30T07:25:22.413579+00:00],nl,1.0,False
5a89e558-12ba-4c17-a133-1a32a885fca6,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5af17e32-1345-4b74-950c-9c64b046e532,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
5b59c348-5104-4426-b094-a1ec3a358e77,1.0,Neutral (task-oriented),0.7389,Neutral (task-oriented),0.7389,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7420; first_detected_at=2026-08-30T07:04:03.267456+00:00],1,Venue > Shops [similarity=0.6391; first_detected_at=2026-08-30T07:04:03.267456+00:00],de,1.0,False
5e3d407d-3d9b-4e5f-8ecc-d4df932e06ca,1.0,Neutral (task-oriented),0.8961,Neutral (task-oriented),0.8961,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 1 usable customer message.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,1,Access > Scanning [similarity=0.2907; first_detected_at=2026-08-30T08:14:55.000497+00:00],und,0.0,False
5fc98386-4ae3-41a1-926b-2d6940ea1194,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
612c5c31-c3f4-4b08-8345-141dfe79c4ce,7.0,Positive,0.6439,Negative (frustrated),0.6934,"The conversation starts positive and ends negative (frustrated), based on 7 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,4,Request Information [confidence=0.5005; first_detected_at=2026-08-30T08:11:05.260063+00:00] ||| Perform Transaction / Change [confidence=0.4940; first_detected_at=2026-08-30T08:27:03.145582+00:00] ||| Active Navigation Help [confidence=0.2755; first_detected_at=2026-08-30T08:28:54.895433+00:00] ||| Report Emergency [confidence=0.2832; first_detected_at=2026-08-30T08:30:11.304546+00:00],4,Transport > Shuttle [similarity=0.4958; first_detected_at=2026-08-30T08:11:05.260063+00:00] ||| Transport > Transit [similarity=0.4670; first_detected_at=2026-08-30T08:12:42.642075+00:00] ||| Access > Upgrade [similarity=0.4058; first_detected_at=2026-08-30T08:27:23.443186+00:00] ||| Venue > Amenities [similarity=0.5562; first_detected_at=2026-08-30T08:29:34.745405+00:00],nl,1.0,False
62e262ef-3982-456f-8329-abbd8a861267,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
64aaa9a4-9822-46d6-9f0e-7966969fb4c7,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
652ea913-e59e-4613-9b98-09b470ccca74,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
6759235d-926f-40a3-bb98-8f6260258b6d,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
67ebe579-69a0-4779-9e32-675eb7b6a49f,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
6888978f-0519-40cc-9365-71318aad331e,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
69be6ea3-4c83-4cac-91e8-7079cece7ac9,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
6abae551-4c8a-4463-a18a-5bb7fe8ff04b,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
712c2a99-d510-4147-90c9-51c60bcc9718,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
7196684f-8460-41a7-b80e-1b62f6810c7d,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
724c3ab3-b430-4b15-a866-f1101b897d14,4.0,Neutral (task-oriented),0.8751,Neutral (task-oriented),0.9418,"The conversation starts neutral (task-oriented) and ends neutral (task-oriented), based on 4 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8301; first_detected_at=2026-08-30T06:29:41.677127+00:00],3,Transport > Transit [similarity=0.5494; first_detected_at=2026-08-30T06:29:41.677127+00:00] ||| Venue > Lockers [similarity=0.2504; first_detected_at=2026-08-30T06:30:19.780680+00:00] ||| Venue > Map [similarity=0.4036; first_detected_at=2026-08-30T06:31:27.910965+00:00],nl,1.0,False
727b873b-cf9c-4162-99ce-d70e16096c97,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
735ec65c-4cf6-43e2-b8d3-d1cb4db3e384,,,,,,,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
