conversation_id,sentiment_customer_message_count,sentiment_starting_sentiment,sentiment_starting_confidence,sentiment_ending_sentiment,sentiment_ending_confidence,sentiment_explanation,answer_check_aantal_vragen,answer_check_aantal_beantwoord,answer_check_percentage_beantwoord,answer_check_telt_mee,answer_check_eindoordeel,answer_check_uitleg,intent_intent_count,intent_intents,topic_topic_count,topic_topics,language_language,language_confidence,language_is_multilingual
56431006-e602-5075-9bc5-d2c131763374,1,Neutral (task-focused),0.8346,Neutral (task-focused),0.8346,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7375; first_detected_at=2026-08-29T10:00:45+00:00],1,Venue > Lockers [similarity=0.5710; first_detected_at=2026-08-29T10:00:45+00:00],nl,1.0,False
5a4ee559-14a2-5a02-9779-7a23cfabe5a4,2,Neutral (task-focused),0.3563,Angry (panic),0.7898,"The conversation starts neutral (task-focused) and ends angry (panic), based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.6955; first_detected_at=2026-09-01T16:00:45+00:00],2,Venue > LostFound [similarity=0.5549; first_detected_at=2026-09-01T16:00:45+00:00] ||| Access > Scanning [similarity=0.1722; first_detected_at=2026-09-01T16:03:15+00:00],en,1.0,False
68e55fa1-b1e8-5604-8d04-71b0256165d5,1,Positive,0.5445,Positive,0.5445,"The conversation starts positive and ends positive, based on 1 usable customer message.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,und,0.0,False
6984de04-5921-5a1b-a8d0-484517aaf7d1,1,Neutral (task-focused),0.8736,Neutral (task-focused),0.8736,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8793; first_detected_at=2026-08-30T19:00:45+00:00],1,Venue > CheckIn [similarity=0.5852; first_detected_at=2026-08-30T19:00:45+00:00],nl,1.0,False
71588a13-ad68-58d8-9a5e-3bd8c5c821a2,2,Neutral (task-focused),0.78,Positive,0.5334,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.8636; first_detected_at=2026-08-31T04:00:45+00:00],1,Access > Wristband [similarity=0.6335; first_detected_at=2026-08-31T04:00:45+00:00],nl,1.0,False
78eaf8f2-fa37-52f8-aa9e-383c017e73ff,2,Angry (panic),0.7648,Positive,0.5486,"The conversation starts angry (panic) and ends positive, based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.8624; first_detected_at=2026-09-02T07:00:45+00:00],1,Access > Wristband [similarity=0.7287; first_detected_at=2026-09-02T07:00:45+00:00],de,0.6579,True
7b73073a-daaf-5f32-810b-c2c9b54c8401,1,Neutral (task-focused),0.9229,Neutral (task-focused),0.9229,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8671; first_detected_at=2026-08-30T07:00:45+00:00],1,Venue > CabinAccess [similarity=0.5178; first_detected_at=2026-08-30T07:00:45+00:00],nl,1.0,False
85a8171f-4541-5938-a3e5-4bfd77218cde,2,Angry (panic),0.5911,Neutral (task-focused),0.8917,"The conversation starts angry (panic) and ends neutral (task-focused), based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,2,Resolve Problem or Incident [confidence=0.8297; first_detected_at=2026-09-03T13:00:45+00:00] ||| Active Navigation Help [confidence=0.5057; first_detected_at=2026-09-03T13:03:15+00:00],2,Venue > Staff [similarity=0.6884; first_detected_at=2026-09-03T13:00:45+00:00] ||| Venue > Map [similarity=0.4032; first_detected_at=2026-09-03T13:03:15+00:00],nl,1.0,False
88d29ae7-a6d0-5ef1-b0ed-3cfe269b99e0,3,Neutral (task-focused),0.9428,Positive,0.5222,"The conversation starts neutral (task-focused) and ends positive, based on 3 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7164; first_detected_at=2026-08-28T16:00:45+00:00],1,Transport > Shuttle [similarity=0.6832; first_detected_at=2026-08-28T16:00:45+00:00],nl,1.0,False
89a25f3f-e57f-54ac-96fe-6c057226abc6,1,Neutral (task-focused),0.6794,Neutral (task-focused),0.6794,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7486; first_detected_at=2026-09-01T19:00:45+00:00],1,Transport > Parking [similarity=0.5314; first_detected_at=2026-09-01T19:00:45+00:00],en,1.0,False
8e8b3388-2cb8-57e9-b97b-01d11e3c455a,2,Neutral (task-focused),0.821,Neutral (task-focused),0.8079,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 2 usable customer messages.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,1,Request Information [confidence=0.4020; first_detected_at=2026-08-31T16:01:50+00:00],1,Program > General [similarity=0.4364; first_detected_at=2026-08-31T16:01:50+00:00],en,1.0,False
94463ed0-2fe3-5f56-8ab4-40c185051493,1,Neutral (task-focused),0.9142,Neutral (task-focused),0.9142,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.5509; first_detected_at=2026-09-02T16:00:45+00:00],1,Transport > Shuttle [similarity=0.6171; first_detected_at=2026-09-02T16:00:45+00:00],nl,1.0,False
98adecb7-e0a0-5f83-87d3-fd59e864c55a,1,Neutral (task-focused),0.933,Neutral (task-focused),0.933,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8649; first_detected_at=2026-09-01T10:00:45+00:00],1,Venue > Amenities [similarity=0.6010; first_detected_at=2026-09-01T10:00:45+00:00],en,1.0,False
99d1260c-d9a3-5dbe-b000-9d0b3fa79e24,1,Neutral (task-focused),0.9311,Neutral (task-focused),0.9311,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.9116; first_detected_at=2026-09-02T01:00:45+00:00],1,Transport > Parking [similarity=0.6433; first_detected_at=2026-09-02T01:00:45+00:00],de,1.0,False
9ba8cb83-fdff-527f-aa42-5070d9b5a9dc,1,Neutral (task-focused),0.9113,Neutral (task-focused),0.9113,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8198; first_detected_at=2026-08-28T19:00:45+00:00],1,Venue > Lockers [similarity=0.3873; first_detected_at=2026-08-28T19:00:45+00:00],nl,1.0,False
a0960cbd-7995-53f5-a9cf-4962db8922c9,1,Neutral (task-focused),0.9225,Neutral (task-focused),0.9225,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8508; first_detected_at=2026-09-01T07:00:45+00:00],1,Transport > Shuttle [similarity=0.6594; first_detected_at=2026-09-01T07:00:45+00:00],en,1.0,False
ab96f21b-c36f-5c27-8f43-a5f9436a49ec,4,Neutral (task-focused),0.9415,Positive,0.5852,"The conversation starts neutral (task-focused) and ends positive, based on 4 usable customer messages.",2,1,50.0,True,Deels beantwoord,1 van de 2 vragen zijn beantwoord.,2,Active Navigation Help [confidence=0.8353; first_detected_at=2026-09-02T22:00:45+00:00] ||| Request Information [confidence=0.7463; first_detected_at=2026-09-02T22:07:05+00:00],2,Venue > ReEntry [similarity=0.4348; first_detected_at=2026-09-02T22:00:45+00:00] ||| Transport > Transit [similarity=0.5484; first_detected_at=2026-09-02T22:07:05+00:00],nl,1.0,False
abbc594a-63dc-5517-9733-5e080c62d88d,1,Neutral (task-focused),0.7169,Neutral (task-focused),0.7169,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,0,,nl,1.0,False
b3b42dff-dac7-5fbc-bfa9-9217fb0e10d7,1,Negative (frustrated),0.7207,Negative (frustrated),0.7207,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.9566; first_detected_at=2026-08-29T16:00:45+00:00],1,Access > Lost [similarity=0.7642; first_detected_at=2026-08-29T16:00:45+00:00],nl,1.0,False
b46e3517-607f-5815-96bd-dc32bc6ed5f0,1,Positive,0.7236,Positive,0.7236,"The conversation starts positive and ends positive, based on 1 usable customer message.",0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.,0,,1,Program > Schedule [similarity=0.3589; first_detected_at=2026-08-31T19:00:45+00:00],nl,1.0,False
b7505b3a-601b-537c-a452-818fd920be3a,2,Neutral (task-focused),0.9181,Negative (frustrated),0.5952,"The conversation starts neutral (task-focused) and ends negative (frustrated), based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Active Navigation Help [confidence=0.9032; first_detected_at=2026-09-03T04:00:45+00:00],1,Venue > Map [similarity=0.6485; first_detected_at=2026-09-03T04:00:45+00:00],en,1.0,False
c2ed83de-e28a-5036-a0ad-8e406abcf25c,1,Neutral (task-focused),0.8559,Neutral (task-focused),0.8559,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.7543; first_detected_at=2026-09-02T10:00:45+00:00],1,Venue > CabinAccess [similarity=0.4884; first_detected_at=2026-09-02T10:00:45+00:00],en,1.0,False
c4a52e87-99c5-557a-8957-f3b7fbba70e3,1,Positive,0.7758,Positive,0.7758,"The conversation starts positive and ends positive, based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.5019; first_detected_at=2026-08-29T13:00:45+00:00],1,Venue > Noise [similarity=0.6022; first_detected_at=2026-08-29T13:00:45+00:00],nl,1.0,False
c5d4d3cf-a25b-56c5-ba16-cf276e4f1575,1,Neutral (task-focused),0.9404,Neutral (task-focused),0.9404,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.4432; first_detected_at=2026-08-31T07:00:45+00:00],1,Access > Wristband [similarity=0.5568; first_detected_at=2026-08-31T07:00:45+00:00],nl,1.0,False
ce9ac876-270c-59df-996c-f616723f3138,2,Negative (frustrated),0.4994,Positive,0.5639,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.9218; first_detected_at=2026-08-31T10:00:45+00:00],1,Payments > Refund [similarity=0.6046; first_detected_at=2026-08-31T10:00:45+00:00],nl,1.0,False
cf0ef829-f6bf-57dd-ab06-d95268c5975b,2,Neutral (task-focused),0.8982,Angry (panic),0.4424,"The conversation starts neutral (task-focused) and ends angry (panic), based on 2 usable customer messages.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Perform Transaction / Change [confidence=0.6225; first_detected_at=2026-09-01T22:00:45+00:00],1,Access > Wristband [similarity=0.6166; first_detected_at=2026-09-01T22:00:45+00:00],en,1.0,False
d46795d9-869c-5433-baea-c64753fae947,2,Neutral (task-focused),0.8738,Negative (frustrated),0.8263,"The conversation starts neutral (task-focused) and ends negative (frustrated), based on 2 usable customer messages.",2,0,0.0,True,Niet beantwoord,0 van de 2 vragen zijn beantwoord.,2,Request Information [confidence=0.8172; first_detected_at=2026-08-30T10:00:45+00:00] ||| Resolve Problem or Incident [confidence=0.4128; first_detected_at=2026-08-30T10:03:15+00:00],1,Venue > Rules [similarity=0.3846; first_detected_at=2026-08-30T10:00:45+00:00],nl,1.0,False
daba352f-d83e-5112-97b6-893cbb2b741e,2,Negative (frustrated),0.3243,Positive,0.5465,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Resolve Problem or Incident [confidence=0.9400; first_detected_at=2026-08-29T07:00:45+00:00],1,Venue > LostFound [similarity=0.6219; first_detected_at=2026-08-29T07:00:45+00:00],nl,1.0,False
df952f64-16cb-5bca-85f6-e10ca84041ec,1,Neutral (task-focused),0.864,Neutral (task-focused),0.864,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.,1,Report Emergency [confidence=0.4139; first_detected_at=2026-08-29T19:00:45+00:00],1,Venue > Emergency [similarity=0.5786; first_detected_at=2026-08-29T19:00:45+00:00],nl,1.0,False
e232f59d-595e-5a23-a30f-2b3812228612,1,Neutral (task-focused),0.9259,Neutral (task-focused),0.9259,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message.",1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.,1,Request Information [confidence=0.8537; first_detected_at=2026-08-30T04:00:45+00:00],1,Venue > Map [similarity=0.5058; first_detected_at=2026-08-30T04:00:45+00:00],nl,1.0,False
fcc733d1-8d3a-56bb-8bf9-978284ec1df5,3,Neutral (task-focused),0.653,Angry (panic),0.6114,"The conversation starts neutral (task-focused) and ends angry (panic), based on 3 usable customer messages.",2,1,50.0,True,Deels beantwoord,1 van de 2 vragen zijn beantwoord.,3,Perform Transaction / Change [confidence=0.8309; first_detected_at=2026-09-03T01:00:45+00:00] ||| Request Information [confidence=0.8576; first_detected_at=2026-09-03T01:03:15+00:00] ||| Operate System [confidence=0.3676; first_detected_at=2026-09-03T01:07:05+00:00],2,Access > Upgrade [similarity=0.7771; first_detected_at=2026-09-03T01:00:45+00:00] ||| Program > Schedule [similarity=0.3943; first_detected_at=2026-09-03T01:03:15+00:00],nl,1.0,False
