conversation_id,customer_message_count,starting_sentiment,starting_confidence,ending_sentiment,ending_confidence,explanation
6d33ea83-feae-4635-a2fa-944d62170b00,1,Angry (panic),0.577,Angry (panic),0.577,"The conversation starts angry (panic) and ends angry (panic), based on 1 usable customer message."
6ff20d0a-7b7c-4028-8476-7e1516dda6c7,1,Neutral (task-focused),0.913,Neutral (task-focused),0.913,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
7420edbf-8610-410f-b370-b7294aaa1247,2,Negative (frustrated),0.5067,Positive,0.9396,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
7dda8f47-1bd9-4fc1-b52f-0743513d3dc0,2,Neutral (task-focused),0.9338,Positive,0.6697,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
7df6e233-5e13-4807-9410-93505ca65c28,1,Neutral (task-focused),0.9387,Neutral (task-focused),0.9387,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
7e2edd10-ae51-4174-a517-12b7aec9bfd5,1,Negative (frustrated),0.5206,Negative (frustrated),0.5206,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
7ebdec56-87d1-4e71-96e3-09364722ab5a,2,Negative (frustrated),0.5067,Positive,0.8541,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
80552cf9-8bac-4854-b7e3-0f65ec3cb1c6,2,Negative (frustrated),0.5206,Positive,0.6697,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
82cab195-56f8-4c3b-aeda-2e7ecf995444,2,Negative (frustrated),0.787,Negative (frustrated),0.3768,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 2 usable customer messages."
8308e78e-ec7a-4ad7-9db9-69e3245ae741,1,Neutral (task-focused),0.9372,Neutral (task-focused),0.9372,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
84d531fe-5465-47cc-b5e7-a5de7c6e3bba,2,Neutral (task-focused),0.9396,Positive,0.7901,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
8c5fdb1e-e71e-4c43-b89f-9594dc203b26,1,Negative (frustrated),0.787,Negative (frustrated),0.787,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
8c6cb71e-072c-4816-8cc5-b50678680687,2,Negative (frustrated),0.5067,Negative (frustrated),0.3768,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 2 usable customer messages."
8ceeab07-5772-4472-b5f4-b7de4adf9ea5,1,Neutral (task-focused),0.9354,Neutral (task-focused),0.9354,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
8f5b11a3-7c9a-4605-b764-495c73c7d161,1,Neutral (task-focused),0.9307,Neutral (task-focused),0.9307,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
9466eb27-05bf-4e55-9bf4-9760b89606e3,1,Neutral (task-focused),0.9354,Neutral (task-focused),0.9354,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
963c6305-fe38-4a92-be67-f5dc904b2862,1,Negative (frustrated),0.787,Negative (frustrated),0.787,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
97a132f2-028e-49b2-8f2c-56f8ecd2d382,1,Neutral (task-focused),0.8084,Neutral (task-focused),0.8084,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
9a9a0fd7-6a16-410a-8f60-3892847e3a98,2,Neutral (task-focused),0.9346,Positive,0.7901,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
ae8cfcfb-a099-486f-a763-6278cdd99544,2,Angry (panic),0.5822,Positive,0.9396,"The conversation starts angry (panic) and ends positive, based on 2 usable customer messages."
b0e42a30-7d5d-4f97-9d98-1bc32fc64e0a,1,Neutral (task-focused),0.9253,Neutral (task-focused),0.9253,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
b274631d-8126-4ecd-b162-7b7670ffd0ff,2,Neutral (task-focused),0.4526,Negative (frustrated),0.3768,"The conversation starts neutral (task-focused) and ends negative (frustrated), based on 2 usable customer messages."
b5c636f5-f2a5-4d9c-ae87-4b07471a5f45,1,Negative (frustrated),0.884,Negative (frustrated),0.884,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
b790d4f6-c1da-4234-b105-99da9a4010ec,2,Negative (frustrated),0.884,Positive,0.8541,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
b7c4b3c5-a4dc-414e-bc3b-94454c8e9c1c,2,Neutral (task-focused),0.8084,Angry (panic),0.577,"The conversation starts neutral (task-focused) and ends angry (panic), based on 2 usable customer messages."
bb4b5a02-113d-446f-b188-26b5440e504e,1,Neutral (task-focused),0.9288,Neutral (task-focused),0.9288,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,2,Negative (frustrated),0.884,Positive,0.6697,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
c31533ba-c00e-4c75-8247-bf20b6138d75,2,Angry (panic),0.577,Negative (frustrated),0.3768,"The conversation starts angry (panic) and ends negative (frustrated), based on 2 usable customer messages."
c319de58-c1a1-4090-af43-a4c253273a27,2,Negative (frustrated),0.787,Positive,0.9396,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,2,Negative (frustrated),0.5067,Positive,0.9396,"The conversation starts negative (frustrated) and ends positive, based on 2 usable customer messages."
c5be777e-fdd9-47d1-b61e-4e355d66bdbd,1,Neutral (task-focused),0.9387,Neutral (task-focused),0.9387,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
c607b218-ed81-4d4d-bba3-1e130a23712d,1,Positive,0.7153,Positive,0.7153,"The conversation starts positive and ends positive, based on 1 usable customer message."
c8efc521-999b-4ce4-821c-7669f3dc9530,1,Negative (frustrated),0.884,Negative (frustrated),0.884,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
cb6f62ce-896d-4eb5-aa09-0fec290ec200,2,Negative (frustrated),0.7252,Neutral (task-focused),0.8457,"The conversation starts negative (frustrated) and ends neutral (task-focused), based on 2 usable customer messages."
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2,Neutral (task-focused),0.9372,Neutral (task-focused),0.8084,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 2 usable customer messages."
d038ed93-9fa9-4109-8187-42073cc91b22,2,Neutral (task-focused),0.9346,Positive,0.7901,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
d3c629b5-d431-43c4-bc78-d87f2d77297d,1,Neutral (task-focused),0.9396,Neutral (task-focused),0.9396,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
d5764100-15ba-47ad-9ac9-392caf3a13e4,1,Positive,0.8806,Positive,0.8806,"The conversation starts positive and ends positive, based on 1 usable customer message."
daf34125-4179-416c-a83c-5a5a7f5aa4a3,2,Negative (frustrated),0.7252,Negative (frustrated),0.3768,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 2 usable customer messages."
df997f25-7033-45d9-af39-1b04b8725b5e,1,Positive,0.7153,Positive,0.7153,"The conversation starts positive and ends positive, based on 1 usable customer message."
e2ca6f8d-e496-46c1-9478-2a47ae0477fa,1,Positive,0.7153,Positive,0.7153,"The conversation starts positive and ends positive, based on 1 usable customer message."
e637ef45-389c-4117-bd04-630c369909d2,2,Neutral (task-focused),0.4526,Positive,0.8541,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,2,Neutral (task-focused),0.9349,Positive,0.9396,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
e706ffa7-800b-4d88-bd4e-efd75c7cb4f9,1,Negative (frustrated),0.4756,Negative (frustrated),0.4756,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
e8afbfdc-6abd-4ba4-b055-3f0a9ef2e77f,1,Neutral (task-focused),0.9354,Neutral (task-focused),0.9354,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
e92698c6-09c3-4139-a3de-ceded2b48155,1,Positive,0.8806,Positive,0.8806,"The conversation starts positive and ends positive, based on 1 usable customer message."
eb81d078-4c0b-46ec-945e-4bd4fa1b3c10,1,Positive,0.8806,Positive,0.8806,"The conversation starts positive and ends positive, based on 1 usable customer message."
f02f05b7-7043-4ba3-b135-6743bad4f67d,1,Neutral (task-focused),0.9366,Neutral (task-focused),0.9366,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
f1db4694-cb5c-466d-9e74-a7d987a60366,1,Positive,0.4293,Positive,0.4293,"The conversation starts positive and ends positive, based on 1 usable customer message."
f36555c7-c4c1-43f0-898c-4e6c454eeb84,1,Neutral (task-focused),0.9288,Neutral (task-focused),0.9288,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,2,Neutral (task-focused),0.9349,Positive,0.8541,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
f4f21a7b-b56b-4f57-a678-7e9737690628,1,Neutral (task-focused),0.9349,Neutral (task-focused),0.9349,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,2,Angry (panic),0.5822,Negative (frustrated),0.3768,"The conversation starts angry (panic) and ends negative (frustrated), based on 2 usable customer messages."
f7d2b1ee-2f54-4496-a9bc-af078329ce1b,1,Neutral (task-focused),0.9317,Neutral (task-focused),0.9317,"The conversation starts neutral (task-focused) and ends neutral (task-focused), based on 1 usable customer message."
fa88e361-a78c-4135-9b0d-a2ef87a5c386,1,Negative (frustrated),0.7252,Negative (frustrated),0.7252,"The conversation starts negative (frustrated) and ends negative (frustrated), based on 1 usable customer message."
feec0f6a-c34d-4f06-8131-05bccb625c0d,2,Neutral (task-focused),0.9346,Positive,0.8541,"The conversation starts neutral (task-focused) and ends positive, based on 2 usable customer messages."
