conversation_id,created_at,text,main_topic,subtopic,similarity
0ed90c95-2a73-4393-a7fd-a76c98503dec,2026-08-24T18:27:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
0ed90c95-2a73-4393-a7fd-a76c98503dec,2026-08-24T18:28:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
12b8fd19-95f0-4346-83be-5a7f78dac1e4,2026-08-22T19:26:00+00:00,Kan ik mijn dagticket omzetten naar een weekendticket?,Access,Upgrade,0.7251648902893066
12b8fd19-95f0-4346-83be-5a7f78dac1e4,2026-08-22T19:26:50+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
16aa4208-92c8-455d-bc0c-5cdaa69081a7,2026-08-22T19:55:00+00:00,www.decibel.nl/faq,None,None,
17112510-2f60-4c8d-84fe-597b644f37ed,2026-08-22T11:02:00+00:00,How much does parking cost for the whole weekend?,Transport,Parking,0.5717804431915283
1afd21cb-6669-4ce2-b0b6-6323a12871ee,2026-08-23T03:46:00+00:00,Moet ik me kunnen legitimeren bij de leeftijdscontrole?,Access,AgeCheck,0.5637315511703491
2041fa8a-efd4-4dd8-a347-526b1e6cc0a6,2026-08-24T07:32:00+00:00,"Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.",Venue,Emergency,0.33171045780181885
22ab64f2-4283-4b4d-9142-e8a2d05f40ba,2026-08-23T23:43:00+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
22ab64f2-4283-4b4d-9142-e8a2d05f40ba,2026-08-23T23:44:30+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
22b2c67f-b458-45f8-bc25-6beaea293feb,2026-08-23T19:29:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
22b2c67f-b458-45f8-bc25-6beaea293feb,2026-08-23T19:30:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
2439e6eb-9038-4840-ab10-e6acbf3d3811,2026-08-22T14:28:00+00:00,"Er breekt brand uit bij de foodtrucks, help snel!",Venue,Emergency,0.44248485565185547
283b65ba-eb66-4a84-9868-023dbc7e0499,2026-08-24T01:09:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
283b65ba-eb66-4a84-9868-023dbc7e0499,2026-08-24T01:10:00+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
2fa6a47d-ccaa-4e5b-ab55-2cb1ebcf9526,2026-08-24T22:17:00+00:00,"Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!",Venue,Noise,0.7140727043151855
2fa6a47d-ccaa-4e5b-ab55-2cb1ebcf9526,2026-08-24T22:18:00+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
2fe89a9b-96bf-4097-98e7-3bf2c67e1bf2,2026-08-22T19:44:00+00:00,"Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?",Venue,LostFound,0.5629478693008423
337afcd9-d3d2-4da8-9123-6178b1354abd,2026-08-23T02:56:00+00:00,Mogen we een gasfles gebruiken om te koken op de camping?,Venue,Amenities,0.6309159994125366
36a4cbff-0d22-47ae-952e-40ba8f4659f2,2026-08-24T03:13:00+00:00,"Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.",Venue,Emergency,0.33171045780181885
372cdc19-2978-4d78-b7c3-1f331b8c5280,2026-08-23T04:28:00+00:00,"Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.",Venue,Staff,0.683071494102478
372cdc19-2978-4d78-b7c3-1f331b8c5280,2026-08-23T04:28:50+00:00,"Thanks, that's helpful!",None,None,0.2893538475036621
38965b07-0a60-47de-b1ea-c145890bd215,2026-08-23T01:03:00+00:00,"Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.",Venue,Staff,0.683071494102478
38965b07-0a60-47de-b1ea-c145890bd215,2026-08-23T01:03:50+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
3be9d7d4-b010-4ece-8407-792e359387f0,2026-08-24T01:42:00+00:00,Zijn er stopcontacten op de camping om mijn telefoon op te laden?,Venue,Amenities,0.5872632265090942
3bef65ef-522a-4344-b0cc-16d712db82f8,2026-08-24T01:40:00+00:00,"Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?",Venue,LostFound,0.5629478693008423
3bef65ef-522a-4344-b0cc-16d712db82f8,2026-08-24T01:41:30+00:00,Waar kan ik mijn fiets stallen dichtbij de ingang?,Transport,Transit,0.549597978591919
3c5c8f89-1bd9-433f-896e-9edf04f4668d,2026-08-23T07:07:00+00:00,"Mijn polsbandje is kapot gegaan, wat moet ik nu doen?",Access,Wristband,0.6231722831726074
3c5c8f89-1bd9-433f-896e-9edf04f4668d,2026-08-23T07:07:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
439ac08a-cc81-463d-b90e-7098bd210ee7,2026-08-25T03:17:00+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
439ac08a-cc81-463d-b90e-7098bd210ee7,2026-08-25T03:18:00+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
43c84ae1-696b-4af4-adcd-dace56fedde6,2026-08-24T01:35:00+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
4600ff8e-ba5f-4fb3-8eba-f4bdc669bbba,2026-08-24T20:47:00+00:00,"Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?",Venue,LostFound,0.5629478693008423
4776b9bb-effb-4797-a37c-c48c604a19c4,2026-08-23T21:42:00+00:00,Waar kan ik mijn fiets stallen dichtbij de ingang?,Transport,Transit,0.549597978591919
49f7d24a-c5ef-4559-bab4-8274c9cccf3b,2026-08-22T18:26:00+00:00,"We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!",Venue,CabinAccess,0.44671666622161865
49f7d24a-c5ef-4559-bab4-8274c9cccf3b,2026-08-22T18:27:00+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
4b67a384-290f-4527-8500-21a668b2e7bd,2026-08-23T03:03:00+00:00,https://decibel.nl/programma,None,None,
55b8a907-e011-436d-a627-fbd828b21158,2026-08-23T05:02:00+00:00,Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?,Venue,ReEntry,0.5649106502532959
55b8a907-e011-436d-a627-fbd828b21158,2026-08-23T05:02:50+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
5696d2b7-acee-4614-b6ef-70b42b75651d,2026-08-24T21:54:00+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
5696d2b7-acee-4614-b6ef-70b42b75651d,2026-08-24T21:55:00+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
5aeb6e3d-03b0-406b-9b90-1f554154f8c4,2026-08-23T19:19:00+00:00,"There's a medical emergency near the main stage, someone collapsed!",Venue,Emergency,0.6747411489486694
5d13cb6e-eedc-41ff-89b7-d2c7f076f504,2026-08-22T16:15:00+00:00,"Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.",Venue,Emergency,0.33171045780181885
5f9fb187-fe03-4aa5-ad9f-7d0aba25d12c,2026-08-23T01:50:00+00:00,Hoe kom ik van podium 2 naar de foodtrucks?,Venue,Map,0.6392462253570557
62f23c9c-7e3e-4589-83b1-b57efd11779e,2026-08-22T20:14:00+00:00,Zijn er stopcontacten op de camping om mijn telefoon op te laden?,Venue,Amenities,0.5872632265090942
62f23c9c-7e3e-4589-83b1-b57efd11779e,2026-08-22T20:14:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
67e1a3e2-2254-4911-98a1-28ae0e5b6045,2026-08-23T14:25:00+00:00,Mogen we een gasfles gebruiken om te koken op de camping?,Venue,Amenities,0.6309159994125366
67e1a3e2-2254-4911-98a1-28ae0e5b6045,2026-08-23T14:25:50+00:00,"Thanks, that's helpful!",None,None,0.2893538475036621
6b04873c-9b89-4d69-8e3b-d0fa6ee92030,2026-08-22T18:02:00+00:00,"Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!",Venue,Noise,0.7140727043151855
6b04873c-9b89-4d69-8e3b-d0fa6ee92030,2026-08-22T18:03:30+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
6b18d527-c76c-47c1-b369-306744be2d43,2026-08-25T00:51:00+00:00,"There's a medical emergency near the main stage, someone collapsed!",Venue,Emergency,0.6747411489486694
6d33ea83-feae-4635-a2fa-944d62170b00,2026-08-22T21:57:00+00:00,"Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.",Venue,Staff,0.683071494102478
6ff20d0a-7b7c-4028-8476-7e1516dda6c7,2026-08-23T00:37:00+00:00,Kan ik de naam op mijn ticket nog wijzigen?,Access,Rename,0.7449817061424255
7420edbf-8610-410f-b370-b7294aaa1247,2026-08-22T15:19:00+00:00,"We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!",Venue,CabinAccess,0.44671666622161865
7420edbf-8610-410f-b370-b7294aaa1247,2026-08-22T15:19:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
7dda8f47-1bd9-4fc1-b52f-0743513d3dc0,2026-08-22T13:08:00+00:00,Vanaf hoe laat kunnen we inchecken op de camping?,Venue,CheckIn,0.7013033628463745
7dda8f47-1bd9-4fc1-b52f-0743513d3dc0,2026-08-22T13:08:50+00:00,"Dankjewel, dat helpt!",None,None,0.376783162355423
7df6e233-5e13-4807-9410-93505ca65c28,2026-08-23T12:23:00+00:00,Hoe laat rijdt de laatste pendelbus terug naar het station?,Transport,Shuttle,0.7325245141983032
7e2edd10-ae51-4174-a517-12b7aec9bfd5,2026-08-25T02:20:00+00:00,"Mijn polsbandje is kapot gegaan, wat moet ik nu doen?",Access,Wristband,0.6231722831726074
7ebdec56-87d1-4e71-96e3-09364722ab5a,2026-08-24T22:24:00+00:00,"We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!",Venue,CabinAccess,0.44671666622161865
7ebdec56-87d1-4e71-96e3-09364722ab5a,2026-08-24T22:25:00+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
7ee44b91-e2a2-4585-bc43-db4645697f45,2026-08-24T13:20:00+00:00,"Is er ook randprogrammering overdag, of alleen muziek?",Program,Schedule,0.4602683484554291
80552cf9-8bac-4854-b7e3-0f65ec3cb1c6,2026-08-24T16:07:00+00:00,"Mijn polsbandje is kapot gegaan, wat moet ik nu doen?",Access,Wristband,0.6231722831726074
80552cf9-8bac-4854-b7e3-0f65ec3cb1c6,2026-08-24T16:07:50+00:00,"Dankjewel, dat helpt!",None,None,0.37678322196006775
82cab195-56f8-4c3b-aeda-2e7ecf995444,2026-08-22T12:07:00+00:00,Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!,Payments,Balance,0.7077885866165161
82cab195-56f8-4c3b-aeda-2e7ecf995444,2026-08-22T12:08:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
8308e78e-ec7a-4ad7-9db9-69e3245ae741,2026-08-23T21:27:00+00:00,Kan ik mijn dagticket omzetten naar een weekendticket?,Access,Upgrade,0.7251648902893066
84d531fe-5465-47cc-b5e7-a5de7c6e3bba,2026-08-23T18:09:00+00:00,Wanneer gaan de tickets voor volgend jaar in de verkoop?,Program,General,0.6319955587387085
84d531fe-5465-47cc-b5e7-a5de7c6e3bba,2026-08-23T18:09:50+00:00,"Thanks, that's helpful!",None,None,0.2893538475036621
8c5fdb1e-e71e-4c43-b89f-9594dc203b26,2026-08-25T00:48:00+00:00,Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!,Payments,Balance,0.7077885866165161
8c6cb71e-072c-4816-8cc5-b50678680687,2026-08-22T12:41:00+00:00,"We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!",Venue,CabinAccess,0.44671666622161865
8c6cb71e-072c-4816-8cc5-b50678680687,2026-08-22T12:42:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
8ceeab07-5772-4472-b5f4-b7de4adf9ea5,2026-08-22T12:54:00+00:00,Waar kan ik een kluisje huren op het terrein?,Venue,Lockers,0.6048891544342041
8f5b11a3-7c9a-4605-b764-495c73c7d161,2026-08-25T03:09:00+00:00,Are there vegan food options available on site?,Payments,Diet,0.7251388430595398
9466eb27-05bf-4e55-9bf4-9760b89606e3,2026-08-23T17:16:00+00:00,Waar kan ik een kluisje huren op het terrein?,Venue,Lockers,0.6048891544342041
963c6305-fe38-4a92-be67-f5dc904b2862,2026-08-24T13:16:00+00:00,Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!,Payments,Balance,0.7077885866165161
97a132f2-028e-49b2-8f2c-56f8ecd2d382,2026-08-22T22:04:00+00:00,Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?,Venue,ReEntry,0.5649106502532959
9a9a0fd7-6a16-410a-8f60-3892847e3a98,2026-08-22T18:34:00+00:00,Waar kan ik mijn fiets stallen dichtbij de ingang?,Transport,Transit,0.549597978591919
9a9a0fd7-6a16-410a-8f60-3892847e3a98,2026-08-22T18:34:50+00:00,"Thanks, that's helpful!",None,None,0.2893538475036621
ae8cfcfb-a099-486f-a763-6278cdd99544,2026-08-22T12:59:00+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
ae8cfcfb-a099-486f-a763-6278cdd99544,2026-08-22T13:00:00+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
b0e42a30-7d5d-4f97-9d98-1bc32fc64e0a,2026-08-24T18:56:00+00:00,Mogen we een gasfles gebruiken om te koken op de camping?,Venue,Amenities,0.6309159994125366
b274631d-8126-4ecd-b162-7b7670ffd0ff,2026-08-24T07:39:00+00:00,"Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?",Venue,LostFound,0.5629478693008423
b274631d-8126-4ecd-b162-7b7670ffd0ff,2026-08-24T07:40:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
b5c636f5-f2a5-4d9c-ae87-4b07471a5f45,2026-08-24T06:45:00+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
b790d4f6-c1da-4234-b105-99da9a4010ec,2026-08-23T16:33:00+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
b790d4f6-c1da-4234-b105-99da9a4010ec,2026-08-23T16:33:50+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
b7c4b3c5-a4dc-414e-bc3b-94454c8e9c1c,2026-08-24T20:41:00+00:00,Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?,Venue,ReEntry,0.5649106502532959
b7c4b3c5-a4dc-414e-bc3b-94454c8e9c1c,2026-08-24T20:42:30+00:00,"Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.",Venue,Staff,0.683071494102478
bb4b5a02-113d-446f-b188-26b5440e504e,2026-08-24T11:16:00+00:00,Krijg ik statiegeld terug voor mijn plastic bekers?,Payments,Deposit,0.604241669178009
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,2026-08-23T16:21:00+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
bbe8ebcf-a2cd-49a0-8685-76681b1c1027,2026-08-23T16:22:00+00:00,"Dankjewel, dat helpt!",None,None,0.376783162355423
c31533ba-c00e-4c75-8247-bf20b6138d75,2026-08-24T06:51:00+00:00,"Een van de beveiligers sprak me heel onvriendelijk aan zonder reden, dat vind ik echt niet kunnen.",Venue,Staff,0.683071494102478
c31533ba-c00e-4c75-8247-bf20b6138d75,2026-08-24T06:52:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
c319de58-c1a1-4090-af43-a4c253273a27,2026-08-24T09:40:00+00:00,Er is geld van mijn cashcard afgeschreven maar mijn saldo is niet aangepast!,Payments,Balance,0.7077885866165161
c319de58-c1a1-4090-af43-a4c253273a27,2026-08-24T09:40:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,2026-08-24T17:56:00+00:00,"We staan al 40 minuten bij de camping-ingang en er gebeurt helemaal niets, dit is echt te gek voor woorden!",Venue,CabinAccess,0.44671666622161865
c4fe8c7a-151c-4a9d-9c9e-aa9fe6fefe48,2026-08-24T17:56:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
c5be777e-fdd9-47d1-b61e-4e355d66bdbd,2026-08-24T12:33:00+00:00,Hoe laat rijdt de laatste pendelbus terug naar het station?,Transport,Shuttle,0.7325245141983032
c607b218-ed81-4d4d-bba3-1e130a23712d,2026-08-24T19:48:00+00:00,"Er breekt brand uit bij de foodtrucks, help snel!",Venue,Emergency,0.44248485565185547
c6757fcf-a584-4874-8c72-428d355b52e4,2026-08-24T12:10:00+00:00,Zijn er ook merchandise-winkels op het terrein?,Venue,Shops,0.7521874904632568
c8efc521-999b-4ce4-821c-7669f3dc9530,2026-08-24T13:00:00+00:00,"De toiletten bij vak 4 zijn al uren niet schoongemaakt, het is echt niet meer te doen.",Venue,Amenities,0.4224797785282135
cb6f62ce-896d-4eb5-aa09-0fec290ec200,2026-08-24T23:20:00+00:00,"Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!",Venue,Noise,0.7140727043151855
cb6f62ce-896d-4eb5-aa09-0fec290ec200,2026-08-24T23:21:30+00:00,Ik wil graag het resterende saldo op mijn cashcard terugvragen.,Payments,Refund,0.766079306602478
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2026-08-23T17:26:00+00:00,Kan ik mijn dagticket omzetten naar een weekendticket?,Access,Upgrade,0.7251648902893066
ce99e7be-dcd5-447e-9b99-9efced6a8e70,2026-08-23T17:27:30+00:00,Kan ik het terrein even verlaten en later weer terugkomen met hetzelfde bandje?,Venue,ReEntry,0.5649106502532959
d038ed93-9fa9-4109-8187-42073cc91b22,2026-08-24T09:53:00+00:00,Waar kan ik mijn fiets stallen dichtbij de ingang?,Transport,Transit,0.549597978591919
d038ed93-9fa9-4109-8187-42073cc91b22,2026-08-24T09:53:50+00:00,"Thanks, that's helpful!",None,None,0.2893538475036621
d0ac1d4d-7f74-4f16-a31d-f17944f8257b,2026-08-24T19:45:00+00:00,Hoe laat begint de hoofdact vanavond?,Program,Schedule,0.5284709930419922
d3c629b5-d431-43c4-bc78-d87f2d77297d,2026-08-24T01:37:00+00:00,Wanneer gaan de tickets voor volgend jaar in de verkoop?,Program,General,0.6319955587387085
d5764100-15ba-47ad-9ac9-392caf3a13e4,2026-08-23T22:41:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
d5af19d8-b245-4428-ac56-84ee9e505299,2026-08-23T18:10:00+00:00,https://decibel.nl/programma,None,None,
daf34125-4179-416c-a83c-5a5a7f5aa4a3,2026-08-23T13:37:00+00:00,"Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!",Venue,Noise,0.7140727043151855
daf34125-4179-416c-a83c-5a5a7f5aa4a3,2026-08-23T13:38:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
df997f25-7033-45d9-af39-1b04b8725b5e,2026-08-22T14:26:00+00:00,"Er breekt brand uit bij de foodtrucks, help snel!",Venue,Emergency,0.44248485565185547
e2ca6f8d-e496-46c1-9478-2a47ae0477fa,2026-08-23T07:08:00+00:00,"Er breekt brand uit bij de foodtrucks, help snel!",Venue,Emergency,0.44248485565185547
e637ef45-389c-4117-bd04-630c369909d2,2026-08-24T19:41:00+00:00,"Ik ben mijn telefoon kwijtgeraakt gisteravond bij het hoofdpodium, wat nu?",Venue,LostFound,0.5629478693008423
e637ef45-389c-4117-bd04-630c369909d2,2026-08-24T19:41:50+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,2026-08-22T19:46:00+00:00,Hoe kom ik van podium 2 naar de foodtrucks?,Venue,Map,0.6392463445663452
e6a4a8c2-bd80-49ff-a697-8b1feaa44643,2026-08-22T19:46:50+00:00,"Oke duidelijk, dank je.",None,None,0.5844045877456665
e706ffa7-800b-4d88-bd4e-efd75c7cb4f9,2026-08-23T12:00:00+00:00,"There's a medical emergency near the main stage, someone collapsed!",Venue,Emergency,0.6747411489486694
e8afbfdc-6abd-4ba4-b055-3f0a9ef2e77f,2026-08-23T06:28:00+00:00,Waar kan ik een kluisje huren op het terrein?,Venue,Lockers,0.6048891544342041
e92698c6-09c3-4139-a3de-ceded2b48155,2026-08-23T10:56:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
eb0011d0-2f86-4f6a-9008-bd62896affe6,2026-08-23T00:38:00+00:00,www.decibel.nl/faq,None,None,
eb81d078-4c0b-46ec-945e-4bd4fa1b3c10,2026-08-24T19:47:00+00:00,"Er ligt iemand bewusteloos bij podium 2, we hebben nu hulp nodig!",Venue,Emergency,0.4707610011100769
f02f05b7-7043-4ba3-b135-6743bad4f67d,2026-08-24T21:01:00+00:00,Gibt es einen Ladepunkt für Elektroautos auf dem Parkplatz?,Transport,Parking,0.7014957666397095
f1db4694-cb5c-466d-9e74-a7d987a60366,2026-08-23T21:01:00+00:00,"Mijn dochter is zoek, ik kan haar nergens meer vinden op het terrein.",Venue,Emergency,0.33171045780181885
f36555c7-c4c1-43f0-898c-4e6c454eeb84,2026-08-24T04:39:00+00:00,Krijg ik statiegeld terug voor mijn plastic bekers?,Payments,Deposit,0.604241669178009
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,2026-08-24T06:40:00+00:00,Hoe kom ik van podium 2 naar de foodtrucks?,Venue,Map,0.6392463445663452
f4b33fb7-079a-4df6-a704-e9e2bcfec19e,2026-08-24T06:40:50+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
f4f21a7b-b56b-4f57-a678-7e9737690628,2026-08-25T02:50:00+00:00,Hoe kom ik van podium 2 naar de foodtrucks?,Venue,Map,0.6392463445663452
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,2026-08-22T12:27:00+00:00,"Mijn ticket scant niet bij de ingang, dit is al de derde keer dat ik het probeer!",Access,Scanning,0.7466127872467041
f606fce4-b1d4-4f01-9bed-8d1e03766aa4,2026-08-22T12:28:00+00:00,"Dit is geen antwoord op mijn vraag, ik wil dit nu opgelost hebben!",None,None,0.5103578567504883
f7d2b1ee-2f54-4496-a9bc-af078329ce1b,2026-08-23T16:19:00+00:00,Moet ik me kunnen legitimeren bij de leeftijdscontrole?,Access,AgeCheck,0.5637315511703491
fa88e361-a78c-4135-9b0d-a2ef87a5c386,2026-08-23T01:20:00+00:00,"Het geluid bij podium 3 staat zo hard dat het pijn doet aan mijn oren, dit kan echt niet!",Venue,Noise,0.7140727043151855
feec0f6a-c34d-4f06-8131-05bccb625c0d,2026-08-24T08:39:00+00:00,Waar kan ik mijn fiets stallen dichtbij de ingang?,Transport,Transit,0.549597978591919
feec0f6a-c34d-4f06-8131-05bccb625c0d,2026-08-24T08:39:50+00:00,"Top, bedankt voor de snelle reactie.",None,None,0.46519994735717773
