conversation_id,aantal_vragen,aantal_beantwoord,percentage_beantwoord,telt_mee,eindoordeel,uitleg
38a5bd6e-2489-4800-b49a-54a8b11139ef,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
39c9b1c2-fc63-4567-932e-95b67cc364c0,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
3c5199ec-97da-44d6-b197-ddb822420d34,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
3f5ee726-8f58-4d57-b35c-725a99b05778,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
419068e4-4eb1-43f6-9125-2b75e31a3388,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
419ce062-3608-425f-b8b5-5e0e741cf8b2,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4282d3a1-32f5-4f39-b207-066396f9f014,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4285a9b1-55a7-48f1-af73-289bac0ec5ae,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
43189ee9-a108-487b-aa78-a2089222a993,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4a916ae0-5164-4721-9e2a-bb454f60e83e,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
4c2f6056-686a-43c0-b4f1-de52bb39c14a,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4ceeb9ef-dafd-40d5-b801-2d1fdf2f342f,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
4e44ca01-e8cb-4a70-99e0-468d48ab5608,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
4efe9eab-cc5c-4115-819a-d421e7ce24e4,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
50192d22-5d1e-46ee-be55-6c44946c3549,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
506ea72e-081c-4c77-963b-8e372b9e7da7,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5270dd13-a20f-40d1-8698-12200f7401cd,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
52dceb08-c1d0-45d0-8d5a-be5967d021df,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
53408e55-39c2-4ca7-912e-562c2b67806f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5563dbf9-38b6-48ad-ae8d-fd60b9f6c8a5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5831c1ca-f109-4892-a89c-ee3ee0b30536,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
596d018a-789e-4d99-afef-024a8d0129f8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5a11222d-3512-4cf3-ac04-34962cd1c6c7,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
5a89e558-12ba-4c17-a133-1a32a885fca6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5af17e32-1345-4b74-950c-9c64b046e532,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5b59c348-5104-4426-b094-a1ec3a358e77,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
5e3d407d-3d9b-4e5f-8ecc-d4df932e06ca,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
5fc98386-4ae3-41a1-926b-2d6940ea1194,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
612c5c31-c3f4-4b08-8345-141dfe79c4ce,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
62e262ef-3982-456f-8329-abbd8a861267,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
64aaa9a4-9822-46d6-9f0e-7966969fb4c7,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
652ea913-e59e-4613-9b98-09b470ccca74,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6759235d-926f-40a3-bb98-8f6260258b6d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
67ebe579-69a0-4779-9e32-675eb7b6a49f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6888978f-0519-40cc-9365-71318aad331e,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
69be6ea3-4c83-4cac-91e8-7079cece7ac9,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
6abae551-4c8a-4463-a18a-5bb7fe8ff04b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
712c2a99-d510-4147-90c9-51c60bcc9718,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7196684f-8460-41a7-b80e-1b62f6810c7d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
724c3ab3-b430-4b15-a866-f1101b897d14,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
727b873b-cf9c-4162-99ce-d70e16096c97,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
735ec65c-4cf6-43e2-b8d3-d1cb4db3e384,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7451fd46-ff76-4fec-9ec2-076d524a37d7,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
7466a6c5-9600-4e8d-b1da-a668f622c694,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
746b7d39-5c44-40a6-824e-d95faf4328ea,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
74ab239a-92a2-46cf-98b5-898ad2c24b38,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
76d81982-275d-4f5e-bcd0-a21c88ec46c3,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
77130e23-faac-452a-87b4-0ab7ac068bbe,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
77658bc7-a721-4106-8750-c293cfc9019a,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
7813fbc4-8040-4166-8bf1-e926ede68eb8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
792433e4-3e58-4586-8fb2-8f91b459c148,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
7c309100-358d-46c4-9ba9-9276a6607776,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
7dabc0e1-8531-4519-bea6-14cc10c62bd9,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8080ac21-439e-44c2-af28-dbe1d5696d90,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
80fecec4-a5db-4a4d-9ead-69e5a36d978c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8124951f-c944-4f22-a02c-d7b55b124694,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
82b6eda1-bcf7-45ed-8e5a-9c049be4e326,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
83d59b73-62bb-499a-8005-96d8f20de4a3,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
86a85eaa-6fdb-44d8-93db-781000e103b0,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
8acea325-0a61-4973-bead-aaa09a2d3bdb,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
8aceb9ed-07e4-46b2-afbf-63bc22bcc8de,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
8b42a238-3b6a-4db7-a5a7-f852ecd43246,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
8bd42546-b10e-4b06-aab6-c19b4705aa92,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8be17914-20f6-49e1-96b1-29af31297ebf,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8c4cabf0-dea2-4dac-b06f-01c5f48fa7f6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8cf50f20-97d2-4267-9be6-e6e6a04d14b1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
8f2cfe26-684c-4824-94f6-37f82caa2f41,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
919d69a2-0d1c-4686-9117-63d23501b05e,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
91d38046-fbf1-4d01-b93c-966df0b33d7a,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
926a1674-670a-4db3-93f3-67dcca8d4fc1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
93edae41-974b-431e-a3c2-7535a782a652,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
95460d3c-db48-4e2f-8972-cb34f777f556,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
95b73211-8afb-4faa-b00d-ab2333f187d0,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
9677ac55-5f2b-4330-9106-ea4826c1e735,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
9c22c453-86f5-4226-a6be-9cfc18fbb0ce,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
9d192608-2ec5-4448-a548-4a33bb9b6f86,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
9d7e0275-4764-4968-b8ed-853f088f3bed,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
9fa30043-6cbb-47dd-b6f3-866a151cbbb7,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a265fa06-d72f-4379-9a5c-8d3cf32a78fe,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a32a51f0-250c-42ff-a865-54eb91fd1cfa,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a418df9c-ffcd-46e5-b890-3565b9d3bbfa,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a46b42bc-78bf-4ee6-8ed8-c7b8e5baac08,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a473ce48-2457-436a-91ec-3d17efdb8b6f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a670cb09-f61f-447d-b84c-89c8b0ef96bb,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a6acf5ec-bb64-458c-a4a8-ee7c66376122,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
a6d22b5d-3ca4-4f66-8718-b465b51b6712,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a74ad1d6-cb71-4447-b1e9-a5e6f0b3e8e8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
a92299ba-18b3-45fe-8284-0dbed04d2bc5,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
a974b82a-6bf4-4ff9-b150-909dcdac8863,3,2,66.7,True,Deels beantwoord,2 van de 3 vragen zijn beantwoord.
aba38dce-fad6-4528-86b0-75810735d2ab,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
add7ad79-6771-475a-a628-e06875fe7ddb,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
aedf1e86-60a1-45aa-8789-15f9e06c0435,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
afd729f9-7a31-4621-af90-f13d5674bd60,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b0586606-febc-4488-8cd8-7ff1f6ac25cb,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b1b20fd1-80df-4dd3-a230-1853256e0d9d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b1ca021b-e6f9-48d2-877f-0ecbf706cbfc,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b240b15f-c0cc-4299-af25-6167e08cbc2b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b2b925dc-0f56-4b9d-bd1e-540d1c4bc38a,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b4c50e27-1ff5-48d4-8fb5-60b8415f6643,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b6e157d7-a57d-4842-8f8a-220b9f4850bc,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b8d56acb-6fe8-42f7-880b-aeb631b9314c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
b9e1f22c-8304-4faf-9fab-2531213a42d3,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
bad92a26-5459-4257-9f50-146922258226,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
bb72cd0b-5ce6-4344-b977-5c3484776543,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
bd65caae-0619-4de4-ba7f-55870a81a6c6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
bda913bd-af5a-41ad-b13c-c969fabd52ec,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c03bd6cd-fece-4a64-8485-f1e07ad8da6c,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
c0c98b78-e065-4e6a-bd77-58fee64f38d5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c117f592-8f73-4dab-8c89-45cef4e8a6f8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c21900ef-ec65-4aeb-a2f0-fea68d05cc03,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
c349ed13-2dbf-47f7-b276-2f78e5c181fb,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
c3744d86-d117-42f2-b132-49fd7661cc1c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c55c7aed-d250-4f6d-812d-87ff5f68922c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c70b469c-0d87-4c96-8986-34c421367ce1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
c70f8354-330e-4f6b-8f24-62cb026a4602,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
caf52afd-a989-46bf-99fd-c7bbd8bc5cc1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
cbc6e244-44f7-4afd-8def-f10410989b02,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
cc1e82f2-5fbd-4807-9db0-ca1991a91892,3,3,100.0,True,Beantwoord,3 van de 3 vragen zijn beantwoord.
d31327b8-7e61-4a66-b5fc-e0e14c4459b2,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
d4a03a5c-6bb4-4463-bd44-a0b98e3f5917,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
d518958e-a6ff-446c-a3d4-d7cc4bea9f19,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
d5eb5666-c672-4888-b586-2547c4dd6f4b,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
d5f1673d-7768-4de6-912a-8d2f1ee8d5bd,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
d737a68f-037f-43e6-a08b-e70cc73e439f,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
d8f01ec7-3ee8-4e2a-85fd-ac7efdd2a748,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
da03690a-e0c2-4b7f-9818-f5a77e67ef75,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
da413e67-31a0-4cc1-9a86-4d279e3dc55d,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
dae835f6-49f4-4624-9985-4238505f6d1f,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
def2dfac-b0a2-40ea-9ce4-a68c6d5e5a7c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e5b80087-cef2-456a-8b84-bc16e3ac1e0f,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e613a950-35ac-444f-9285-6a23430105d1,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
e69e4a97-f37d-4abd-9e7b-777d958f4833,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
e921df34-d41c-4f13-9938-67ac982f9757,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
eac5956b-b439-477d-adee-9cbdf1e470a6,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
eb65ca03-724f-4df0-835c-94c3527792c5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
ebc716db-2543-4872-9cf4-b1ce837f5393,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
ec3916b0-e14b-47ba-b4da-ed046f34acbc,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
ecae5c32-a624-4614-b7b7-06fdea193ba6,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
ed0148ca-75d0-4456-a201-f2331528ecb5,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
ed4c7633-1163-46f1-8bb0-0e372819a6b2,1,0,0.0,True,Niet beantwoord,0 van de 1 vraag is beantwoord.
ee27dfd2-9050-43f1-9054-83dbb152d9a5,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
efa270bd-89fe-44ea-aa8e-50eb5c0d11db,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
f2280ecf-179f-4162-9776-d3068b8ffc1c,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f2d39967-b9e4-4f9e-8735-9a2593371b6e,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f4911b82-3331-4f3e-84fa-f2e4fdc7f629,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f55ce697-e5da-48f7-ad4e-c724cd652125,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f71d2e2b-7b2f-4834-b4ac-c79aaf5c16ed,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
f8295e3f-c033-4c65-95dd-62e62f902aab,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
f91a288e-6007-4131-8ac7-6a8eccf814c8,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2,2,100.0,True,Beantwoord,2 van de 2 vragen zijn beantwoord.
fb418a67-4a0a-4be2-b590-4f523c1de981,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
fb57ebd4-d916-4045-965c-8248dd7ce09e,1,1,100.0,True,Beantwoord,1 van de 1 vraag is beantwoord.
fcf35615-44e2-48f1-94f7-31a0d8b4a530,0,0,,False,Geen vragen gevonden,Er zijn geen vragen van de bezoeker gevonden.
