conversation_id,language,confidence,is_multilingual
29f4c1f2-8c46-4d4e-a809-43fc769c24d8,und,0.0,False
2a40bbea-0462-4c77-bea6-836c66c5d401,und,0.0,False
2a9ba08a-ddb7-4dd8-8a2f-09fcf8c8a8e5,und,0.0,False
2b7a5408-d6cd-492a-a896-ef73c9780ab5,nl,1.0,False
2c60c1b7-4dca-4fd3-b403-e8ae9eb2616f,und,0.0,False
2c7fe844-8cdb-4bfa-a7d1-e42df5ed1638,nl,1.0,False
2c9c7738-2fad-4d52-a6f7-4145c87ab9c3,en,1.0,False
2ec6ec72-735e-4662-a8c6-87b5a708477b,und,0.0,False
3151ae09-babf-4390-96d8-23dee8f71d61,und,0.0,False
321daacf-ed4a-4bd6-afe6-207fcf8279e4,und,0.0,False
322b3132-207c-4eb1-b2bb-2387c2f61ef0,und,0.0,False
346e9b25-37fb-47da-a21c-808eaed74b78,und,0.0,False
38a5bd6e-2489-4800-b49a-54a8b11139ef,und,0.0,False
39c9b1c2-fc63-4567-932e-95b67cc364c0,und,0.0,False
3c5199ec-97da-44d6-b197-ddb822420d34,nl,1.0,False
3f5ee726-8f58-4d57-b35c-725a99b05778,und,0.0,False
419068e4-4eb1-43f6-9125-2b75e31a3388,und,0.0,False
419ce062-3608-425f-b8b5-5e0e741cf8b2,und,0.0,False
4282d3a1-32f5-4f39-b207-066396f9f014,und,0.0,False
4285a9b1-55a7-48f1-af73-289bac0ec5ae,und,0.0,False
43189ee9-a108-487b-aa78-a2089222a993,und,0.0,False
4a916ae0-5164-4721-9e2a-bb454f60e83e,nl,1.0,False
4c2f6056-686a-43c0-b4f1-de52bb39c14a,en,1.0,False
4ceeb9ef-dafd-40d5-b801-2d1fdf2f342f,nl,1.0,False
4e44ca01-e8cb-4a70-99e0-468d48ab5608,und,0.0,False
4efe9eab-cc5c-4115-819a-d421e7ce24e4,und,0.0,False
50192d22-5d1e-46ee-be55-6c44946c3549,und,0.0,False
506ea72e-081c-4c77-963b-8e372b9e7da7,und,0.0,False
5270dd13-a20f-40d1-8698-12200f7401cd,nl,0.9603,False
52dceb08-c1d0-45d0-8d5a-be5967d021df,und,0.0,False
53408e55-39c2-4ca7-912e-562c2b67806f,und,0.0,False
5563dbf9-38b6-48ad-ae8d-fd60b9f6c8a5,und,0.0,False
5831c1ca-f109-4892-a89c-ee3ee0b30536,und,0.0,False
596d018a-789e-4d99-afef-024a8d0129f8,und,0.0,False
5a11222d-3512-4cf3-ac04-34962cd1c6c7,nl,1.0,False
5a89e558-12ba-4c17-a133-1a32a885fca6,und,0.0,False
5af17e32-1345-4b74-950c-9c64b046e532,und,0.0,False
5b59c348-5104-4426-b094-a1ec3a358e77,de,1.0,False
5e3d407d-3d9b-4e5f-8ecc-d4df932e06ca,und,0.0,False
5fc98386-4ae3-41a1-926b-2d6940ea1194,und,0.0,False
612c5c31-c3f4-4b08-8345-141dfe79c4ce,nl,1.0,False
62e262ef-3982-456f-8329-abbd8a861267,und,0.0,False
64aaa9a4-9822-46d6-9f0e-7966969fb4c7,und,0.0,False
652ea913-e59e-4613-9b98-09b470ccca74,und,0.0,False
6759235d-926f-40a3-bb98-8f6260258b6d,und,0.0,False
67ebe579-69a0-4779-9e32-675eb7b6a49f,und,0.0,False
6888978f-0519-40cc-9365-71318aad331e,und,0.0,False
69be6ea3-4c83-4cac-91e8-7079cece7ac9,und,0.0,False
6abae551-4c8a-4463-a18a-5bb7fe8ff04b,und,0.0,False
712c2a99-d510-4147-90c9-51c60bcc9718,und,0.0,False
7196684f-8460-41a7-b80e-1b62f6810c7d,und,0.0,False
724c3ab3-b430-4b15-a866-f1101b897d14,nl,1.0,False
727b873b-cf9c-4162-99ce-d70e16096c97,und,0.0,False
735ec65c-4cf6-43e2-b8d3-d1cb4db3e384,und,0.0,False
7451fd46-ff76-4fec-9ec2-076d524a37d7,de,0.5795,True
7466a6c5-9600-4e8d-b1da-a668f622c694,en,1.0,False
746b7d39-5c44-40a6-824e-d95faf4328ea,overig,1.0,False
74ab239a-92a2-46cf-98b5-898ad2c24b38,en,1.0,False
76d81982-275d-4f5e-bcd0-a21c88ec46c3,und,0.0,False
77130e23-faac-452a-87b4-0ab7ac068bbe,und,0.0,False
77658bc7-a721-4106-8750-c293cfc9019a,nl,1.0,False
7813fbc4-8040-4166-8bf1-e926ede68eb8,und,0.0,False
792433e4-3e58-4586-8fb2-8f91b459c148,und,0.0,False
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,nl,1.0,False
7c309100-358d-46c4-9ba9-9276a6607776,und,0.0,False
7dabc0e1-8531-4519-bea6-14cc10c62bd9,und,0.0,False
8080ac21-439e-44c2-af28-dbe1d5696d90,und,0.0,False
80fecec4-a5db-4a4d-9ead-69e5a36d978c,und,0.0,False
8124951f-c944-4f22-a02c-d7b55b124694,nl,1.0,False
82b6eda1-bcf7-45ed-8e5a-9c049be4e326,und,0.0,False
83d59b73-62bb-499a-8005-96d8f20de4a3,und,0.0,False
86a85eaa-6fdb-44d8-93db-781000e103b0,nl,1.0,False
8acea325-0a61-4973-bead-aaa09a2d3bdb,en,1.0,False
8aceb9ed-07e4-46b2-afbf-63bc22bcc8de,nl,1.0,False
8b42a238-3b6a-4db7-a5a7-f852ecd43246,nl,1.0,False
8bd42546-b10e-4b06-aab6-c19b4705aa92,und,0.0,False
8be17914-20f6-49e1-96b1-29af31297ebf,und,0.0,False
8c4cabf0-dea2-4dac-b06f-01c5f48fa7f6,und,0.0,False
8cf50f20-97d2-4267-9be6-e6e6a04d14b1,und,0.0,False
8f2cfe26-684c-4824-94f6-37f82caa2f41,nl,1.0,False
919d69a2-0d1c-4686-9117-63d23501b05e,nl,1.0,False
91d38046-fbf1-4d01-b93c-966df0b33d7a,nl,1.0,False
926a1674-670a-4db3-93f3-67dcca8d4fc1,und,0.0,False
93edae41-974b-431e-a3c2-7535a782a652,und,0.0,False
95460d3c-db48-4e2f-8972-cb34f777f556,und,0.0,False
95b73211-8afb-4faa-b00d-ab2333f187d0,overig,1.0,False
9677ac55-5f2b-4330-9106-ea4826c1e735,und,0.0,False
9c22c453-86f5-4226-a6be-9cfc18fbb0ce,und,0.0,False
9d192608-2ec5-4448-a548-4a33bb9b6f86,und,0.0,False
9d7e0275-4764-4968-b8ed-853f088f3bed,und,0.0,False
9fa30043-6cbb-47dd-b6f3-866a151cbbb7,und,0.0,False
a265fa06-d72f-4379-9a5c-8d3cf32a78fe,und,0.0,False
a32a51f0-250c-42ff-a865-54eb91fd1cfa,und,0.0,False
a418df9c-ffcd-46e5-b890-3565b9d3bbfa,und,0.0,False
a46b42bc-78bf-4ee6-8ed8-c7b8e5baac08,und,0.0,False
a473ce48-2457-436a-91ec-3d17efdb8b6f,und,0.0,False
a670cb09-f61f-447d-b84c-89c8b0ef96bb,und,0.0,False
a6acf5ec-bb64-458c-a4a8-ee7c66376122,nl,1.0,False
a6d22b5d-3ca4-4f66-8718-b465b51b6712,und,0.0,False
a74ad1d6-cb71-4447-b1e9-a5e6f0b3e8e8,und,0.0,False
a92299ba-18b3-45fe-8284-0dbed04d2bc5,nl,1.0,False
a974b82a-6bf4-4ff9-b150-909dcdac8863,en,1.0,False
aba38dce-fad6-4528-86b0-75810735d2ab,und,0.0,False
add7ad79-6771-475a-a628-e06875fe7ddb,en,1.0,False
aedf1e86-60a1-45aa-8789-15f9e06c0435,und,0.0,False
afd729f9-7a31-4621-af90-f13d5674bd60,und,0.0,False
b0586606-febc-4488-8cd8-7ff1f6ac25cb,und,0.0,False
b1b20fd1-80df-4dd3-a230-1853256e0d9d,und,0.0,False
b1ca021b-e6f9-48d2-877f-0ecbf706cbfc,und,0.0,False
b240b15f-c0cc-4299-af25-6167e08cbc2b,und,0.0,False
b2b925dc-0f56-4b9d-bd1e-540d1c4bc38a,und,0.0,False
b4c50e27-1ff5-48d4-8fb5-60b8415f6643,nl,1.0,False
b6e157d7-a57d-4842-8f8a-220b9f4850bc,und,0.0,False
b8d56acb-6fe8-42f7-880b-aeb631b9314c,und,0.0,False
b9e1f22c-8304-4faf-9fab-2531213a42d3,nl,1.0,False
bad92a26-5459-4257-9f50-146922258226,nl,1.0,False
bb72cd0b-5ce6-4344-b977-5c3484776543,overig,1.0,False
bd65caae-0619-4de4-ba7f-55870a81a6c6,und,0.0,False
bda913bd-af5a-41ad-b13c-c969fabd52ec,und,0.0,False
c03bd6cd-fece-4a64-8485-f1e07ad8da6c,nl,1.0,False
c0c98b78-e065-4e6a-bd77-58fee64f38d5,und,0.0,False
c117f592-8f73-4dab-8c89-45cef4e8a6f8,und,0.0,False
c21900ef-ec65-4aeb-a2f0-fea68d05cc03,de,1.0,False
c349ed13-2dbf-47f7-b276-2f78e5c181fb,nl,1.0,False
c3744d86-d117-42f2-b132-49fd7661cc1c,und,0.0,False
c55c7aed-d250-4f6d-812d-87ff5f68922c,und,0.0,False
c70b469c-0d87-4c96-8986-34c421367ce1,und,0.0,False
c70f8354-330e-4f6b-8f24-62cb026a4602,und,0.0,False
caf52afd-a989-46bf-99fd-c7bbd8bc5cc1,und,0.0,False
cbc6e244-44f7-4afd-8def-f10410989b02,und,0.0,False
cc1e82f2-5fbd-4807-9db0-ca1991a91892,en,1.0,False
d31327b8-7e61-4a66-b5fc-e0e14c4459b2,nl,1.0,False
d4a03a5c-6bb4-4463-bd44-a0b98e3f5917,en,1.0,False
d518958e-a6ff-446c-a3d4-d7cc4bea9f19,und,0.0,False
d5eb5666-c672-4888-b586-2547c4dd6f4b,und,0.0,False
d5f1673d-7768-4de6-912a-8d2f1ee8d5bd,und,0.0,False
d737a68f-037f-43e6-a08b-e70cc73e439f,nl,1.0,False
d8f01ec7-3ee8-4e2a-85fd-ac7efdd2a748,und,0.0,False
da03690a-e0c2-4b7f-9818-f5a77e67ef75,en,1.0,False
da413e67-31a0-4cc1-9a86-4d279e3dc55d,und,0.0,False
dae835f6-49f4-4624-9985-4238505f6d1f,overig,1.0,False
def2dfac-b0a2-40ea-9ce4-a68c6d5e5a7c,und,0.0,False
e5b80087-cef2-456a-8b84-bc16e3ac1e0f,und,0.0,False
e613a950-35ac-444f-9285-6a23430105d1,und,0.0,False
e69e4a97-f37d-4abd-9e7b-777d958f4833,nl,1.0,False
e921df34-d41c-4f13-9938-67ac982f9757,und,0.0,False
eac5956b-b439-477d-adee-9cbdf1e470a6,und,0.0,False
eb65ca03-724f-4df0-835c-94c3527792c5,und,0.0,False
ebc716db-2543-4872-9cf4-b1ce837f5393,und,0.0,False
ec3916b0-e14b-47ba-b4da-ed046f34acbc,und,0.0,False
ecae5c32-a624-4614-b7b7-06fdea193ba6,overig,1.0,False
ed0148ca-75d0-4456-a201-f2331528ecb5,nl,1.0,False
ed4c7633-1163-46f1-8bb0-0e372819a6b2,nl,1.0,False
ee27dfd2-9050-43f1-9054-83dbb152d9a5,und,0.0,False
efa270bd-89fe-44ea-aa8e-50eb5c0d11db,und,0.0,False
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,und,0.0,False
f2280ecf-179f-4162-9776-d3068b8ffc1c,und,0.0,False
f2d39967-b9e4-4f9e-8735-9a2593371b6e,und,0.0,False
f4911b82-3331-4f3e-84fa-f2e4fdc7f629,und,0.0,False
f55ce697-e5da-48f7-ad4e-c724cd652125,und,0.0,False
f71d2e2b-7b2f-4834-b4ac-c79aaf5c16ed,en,1.0,False
f8295e3f-c033-4c65-95dd-62e62f902aab,und,0.0,False
f91a288e-6007-4131-8ac7-6a8eccf814c8,und,0.0,False
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,en,1.0,False
fb418a67-4a0a-4be2-b590-4f523c1de981,de,1.0,False
fb57ebd4-d916-4045-965c-8248dd7ce09e,en,1.0,False
fcf35615-44e2-48f1-94f7-31a0d8b4a530,und,0.0,False
