conversation_id,created_at,text,language,confidence
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:11:05.260063+00:00,"Goedemorgen! Wij zijn van plan vandaag naar Decibel te komen, alleen zitten wij met vervoer, wij zouden vanuit Breda er moeten komen en terug, hoe zit het met bussen van en naar Breda station of naar Tilburg station?",nl,1.0
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:12:42.642075+00:00,Nee de trein komt goed maar wij willen de laatste trein terug pakken of degene van 00:18 of 00:07 dus vandaar dat ik me afvroeg of we daar wel kunnen komen,nl,1.0
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:27:03.145582+00:00,"We willen eigenlijk ook nog shuttle bus tickets kopen voor de zondag retour, maar deze staan niet meer op de site",nl,0.998
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:27:23.443186+00:00,Maar online is het goedkoper,nl,0.9413
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:28:54.895433+00:00,Dit is de enige die ik nog kan vinden,nl,0.7201
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:29:34.745405+00:00,Waarom heet die dan campsite,nl,0.5738
612c5c31-c3f4-4b08-8345-141dfe79c4ce,2026-08-30T08:30:11.304546+00:00,Die is er dus niet,und,0.4848
724c3ab3-b430-4b15-a866-f1101b897d14,2026-08-30T06:29:41.677127+00:00,Zijn de pendelbussen druk op het einde?,nl,0.968
724c3ab3-b430-4b15-a866-f1101b897d14,2026-08-30T06:30:19.780680+00:00,Wij komen vanuit Tilburg,nl,0.9589
724c3ab3-b430-4b15-a866-f1101b897d14,2026-08-30T06:30:36.070419+00:00,Ja,und,0.0
724c3ab3-b430-4b15-a866-f1101b897d14,2026-08-30T06:31:27.910965+00:00,Waar vertrekt die vanuit het festival?,nl,0.9724
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:01:07.233693+00:00,Hi i tried get rundvleeskkroket but it didn‘t work - i paid for it though,en,0.8351
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:04:21.569522+00:00,Thank you,en,0.59
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:29:20.744918+00:00,Wo findet die parade statt?,de,0.777
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:30:10.946815+00:00,Wo findet die letzte parade am sonntag statt,de,0.9925
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:30:31.415621+00:00,Savage parade wo,und,0.2989
7451fd46-ff76-4fec-9ec2-076d524a37d7,2026-08-30T18:32:13.945307+00:00,Auf der sitemap finde ich die parade nicht,de,0.7997
7466a6c5-9600-4e8d-b1da-a668f622c694,2026-08-30T08:22:44.663142+00:00,I need saturday Recap! 😀,en,0.9247
746b7d39-5c44-40a6-824e-d95faf4328ea,2026-08-30T07:15:45.547917+00:00,Peut on ramener les affaires à la voiture est retourné au festival après ?,overig,0.9994
74ab239a-92a2-46cf-98b5-898ad2c24b38,2026-08-31T09:17:44.832610+00:00,Till what time you have to leave camping today,en,0.8844
74ab239a-92a2-46cf-98b5-898ad2c24b38,2026-08-31T09:18:49.261912+00:00,And the kiss and ride,und,0.3721
77658bc7-a721-4106-8750-c293cfc9019a,2026-08-30T04:16:14.563621+00:00,Hoe laat begint de eerste artiest te spelen?,nl,0.9786
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,2026-08-30T01:09:38.525952+00:00,Geluidsoverlast comfort camping,nl,0.8907
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,2026-08-30T01:09:57.728932+00:00,Melding maken overlast,nl,0.8044
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,2026-08-30T01:12:17.613974+00:00,Nummer beveiliging comfort camping,nl,0.8543
7b9ef30d-c36a-4b2e-ab4e-fd5263ec8fb2,2026-08-30T01:12:30.637323+00:00,Is niet in gebruij,nl,0.9709
8124951f-c944-4f22-a02c-d7b55b124694,2026-08-30T07:27:38.240722+00:00,Wat zijn regels op de comfort camping?,nl,0.8151
8124951f-c944-4f22-a02c-d7b55b124694,2026-08-30T07:28:27.837164+00:00,Wanneer moet de muziek uit zijn,nl,0.9958
86a85eaa-6fdb-44d8-93db-781000e103b0,2026-08-30T10:34:00.702699+00:00,Zijn er al foto’s om te zien,nl,0.7206
86a85eaa-6fdb-44d8-93db-781000e103b0,2026-08-30T17:02:43.107265+00:00,Weet je al wat meer over de foto’s,und,0.5087
8acea325-0a61-4973-bead-aaa09a2d3bdb,2026-08-30T02:16:48.240090+00:00,"Hi, Do you have an app for the festival? An app where you can see the map of the festival and get directions",en,0.7869
8aceb9ed-07e4-46b2-afbf-63bc22bcc8de,2026-08-30T07:30:41.978404+00:00,Hoe laat komt hij op hoofd podium,nl,0.9911
8aceb9ed-07e4-46b2-afbf-63bc22bcc8de,2026-08-30T08:12:36.667086+00:00,Waneer begint de beat weer,nl,0.7138
8aceb9ed-07e4-46b2-afbf-63bc22bcc8de,2026-08-30T08:13:08.028591+00:00,Op zondag,nl,0.8184
8b42a238-3b6a-4db7-a5a7-f852ecd43246,2026-08-30T02:15:31.363081+00:00,Kan je ‘s nachts om 4u nog de camping verlaten om naar de wagen te gaan ?,nl,0.8947
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T01:47:26.513667+00:00,"Yo, ik zit op campsite 4 van comfort, en momenteel wordt er nog steeds best veel muziek afgespeeld",nl,0.9989
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T01:47:33.612813+00:00,Wanneer moet het zachter?,nl,0.9705
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T01:48:48.358212+00:00,Het nummer is niet bereikbaar.,nl,0.9912
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T01:49:52.584742+00:00,Is er geen nummer wat ik kan whatsappen?,nl,0.682
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T22:36:02.655788+00:00,"Yo, ik zit op campsite 4 van comfort, en momenteel wordt er nog steeds best veel muziek afgespeeld

Wanneer moet het zachter of stil zijn?",nl,0.9999
8f2cfe26-684c-4824-94f6-37f82caa2f41,2026-08-30T23:02:14.133074+00:00,"Nummer is niet beschikbaar, nummer bestaat niet.",nl,0.9942
919d69a2-0d1c-4686-9117-63d23501b05e,2026-08-30T04:43:03.143413+00:00,Hoelaat komt de krach crew?,nl,0.9573
91d38046-fbf1-4d01-b93c-966df0b33d7a,2026-08-30T05:21:55.639121+00:00,Hoe laat mag de muziek box op de camping weer aan?,nl,0.9153
91d38046-fbf1-4d01-b93c-966df0b33d7a,2026-08-30T05:22:41.109696+00:00,Lake side safari tenten,und,0.4054
91d38046-fbf1-4d01-b93c-966df0b33d7a,2026-08-30T05:23:28.246659+00:00,Hoe laat mag de muziek box op de lake side camping weer aan bij de safari tenten?,nl,0.9372
95b73211-8afb-4faa-b00d-ab2333f187d0,2026-08-30T07:16:50.829238+00:00,Dimensions lockers,und,0.3442
95b73211-8afb-4faa-b00d-ab2333f187d0,2026-08-30T08:26:52.098467+00:00,Quel est la distance entre le parking visiteur et le festival,overig,0.7784
a6acf5ec-bb64-458c-a4a8-ee7c66376122,2026-08-31T07:50:33.851013+00:00,Er is een bout losgekomen van mijn bolderkar. Hebben jullie ergens nieuwe ?,nl,0.9977
a92299ba-18b3-45fe-8284-0dbed04d2bc5,2026-08-30T06:04:20.470958+00:00,hoe laat is de spar open?,nl,0.6593
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T09:37:39.297768+00:00,Can you provide the line up for savage Sunday premium,en,0.7949
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T09:38:48.974304+00:00,What are all the premium benefits,en,0.7663
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T11:08:30.747862+00:00,Why? It hasn’t ended,en,0.8562
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T13:18:45.294875+00:00,Is the locker big enough for a backpack,en,0.8166
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T13:46:56.948833+00:00,What’s the address for the safari,en,0.7999
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T14:07:48.280579+00:00,Are there constant shuttle buses towards the festival at tilburg station?,en,0.8223
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T14:08:33.262051+00:00,"It’s 4pm right now
We bought the shuttle bus tickets",en,0.9095
a974b82a-6bf4-4ff9-b150-909dcdac8863,2026-08-30T14:29:28.369451+00:00,What’s the address for the shuttle buses decibel,en,0.904
add7ad79-6771-475a-a628-e06875fe7ddb,2026-08-30T01:43:36.354943+00:00,Can I access to these stages with a full festival ticket: beach club city hall rave cafe ?,en,0.8993
add7ad79-6771-475a-a628-e06875fe7ddb,2026-08-30T01:51:57.263256+00:00,List me stages I can access please,en,0.7126
b4c50e27-1ff5-48d4-8fb5-60b8415f6643,2026-08-30T09:15:11.179279+00:00,❤️,und,0.0
b4c50e27-1ff5-48d4-8fb5-60b8415f6643,2026-08-30T09:15:37.454102+00:00,Nee dank je wel,nl,0.6196
b4c50e27-1ff5-48d4-8fb5-60b8415f6643,2026-08-30T09:15:54.161603+00:00,Dank je wel fijne dag,nl,0.9249
b9e1f22c-8304-4faf-9fab-2531213a42d3,2026-08-30T03:26:31.620730+00:00,Geluidsoverlast melden,nl,0.969
bad92a26-5459-4257-9f50-146922258226,2026-08-30T03:22:58.424283+00:00,Verkopen jullie ook tijgerbalsum of voltaren spiergel in de spar bij de camping?,nl,0.9867
bb72cd0b-5ce6-4344-b977-5c3484776543,2026-08-30T16:58:03.202690+00:00,Acheter du tabac au festival,overig,0.6689
c03bd6cd-fece-4a64-8485-f1e07ad8da6c,2026-08-30T06:31:20.926368+00:00,Ontbijt camping,nl,0.9823
c03bd6cd-fece-4a64-8485-f1e07ad8da6c,2026-08-31T08:28:04.582065+00:00,Waar is de opstap voor de shuttle bus naar station?,nl,0.7359
c21900ef-ec65-4aeb-a2f0-fea68d05cc03,2026-08-30T07:46:53.141283+00:00,Sind die Duschen kostenlos?,de,0.9491
c349ed13-2dbf-47f7-b276-2f78e5c181fb,2026-08-30T06:53:51.879020+00:00,ik heb een tattoo afspraak staan maar wil hem graag wat later,nl,0.9933
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:44:27.822933+00:00,"Hi. If I have a weekend ticket with camping, but my friends only have Sunday tickets, can we still enter together in one entry?",en,0.9953
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:47:06.987152+00:00,So which entrance is for me and which entrance is for my friends?,en,0.8167
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:57:02.745436+00:00,"If I understand correctly, we can all enter through the south entrance?",en,0.99
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:57:52.259693+00:00,I have Lakeside Camping Ticket,en,0.6296
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:58:24.576154+00:00,Yes please for adress.,en,0.6454
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T03:59:00.208119+00:00,Can we left a car at the parking?,en,0.6565
cc1e82f2-5fbd-4807-9db0-ca1991a91892,2026-08-30T04:00:01.312685+00:00,Parking for Sunday visitors is at South Entrance too?,en,0.9533
d31327b8-7e61-4a66-b5fc-e0e14c4459b2,2026-08-30T08:28:15.834458+00:00,"Als je een kluisje huurt, doe je dat dan voor 1 dag of voor het hele weekend?",nl,0.9841
d4a03a5c-6bb4-4463-bd44-a0b98e3f5917,2026-08-31T05:44:58.331888+00:00,Do you know the shuttle buses time to Tilburg?,en,0.7517
d4a03a5c-6bb4-4463-bd44-a0b98e3f5917,2026-08-31T05:45:38.265360+00:00,I would like to know where to catch the bus from decibels on Monday,en,0.9781
d737a68f-037f-43e6-a08b-e70cc73e439f,2026-08-30T08:31:59.695746+00:00,Is ons kluisje wat we met de gratis voucher hebben gekregen het hele weekend geldig?,nl,0.9902
d737a68f-037f-43e6-a08b-e70cc73e439f,2026-08-30T10:32:26.309315+00:00,Hij doet het niet,nl,0.9758
d737a68f-037f-43e6-a08b-e70cc73e439f,2026-08-30T10:32:32.174369+00:00,Recap zaterdag,nl,0.8992
d737a68f-037f-43e6-a08b-e70cc73e439f,2026-08-30T11:05:10.586848+00:00,Sundays recap werkt nog niet,nl,0.5958
da03690a-e0c2-4b7f-9818-f5a77e67ef75,2026-08-30T07:32:11.068948+00:00,Where should we get a taxi to pick us up from on Monday morning,en,0.9545
da03690a-e0c2-4b7f-9818-f5a77e67ef75,2026-08-30T09:15:21.140234+00:00,Best taxi company,und,0.5478
da03690a-e0c2-4b7f-9818-f5a77e67ef75,2026-08-30T09:15:41.627029+00:00,Any local taxi firms,und,0.5266
da03690a-e0c2-4b7f-9818-f5a77e67ef75,2026-08-30T21:40:43.406352+00:00,Festipi can we keep the lock,und,0.5411
dae835f6-49f4-4624-9985-4238505f6d1f,2026-08-30T01:31:17.896402+00:00,Salut!,overig,0.7964
dae835f6-49f4-4624-9985-4238505f6d1f,2026-08-30T01:31:54.861417+00:00,Combien pour 2 places sur le dimanche ?,overig,0.8978
e69e4a97-f37d-4abd-9e7b-777d958f4833,2026-08-30T12:49:25.623247+00:00,Waarom staat het volume van de MainStage zachter dan andere areas?,nl,0.7193
e69e4a97-f37d-4abd-9e7b-777d958f4833,2026-08-30T12:50:46.990899+00:00,Wordt er rekening gehouden met het volume en het welzijn voor de dieren in Safari park beekse Bergen?,nl,0.9989
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:29:24.398190+00:00,"Bonjour 

Puis-je sortir du festival (lakeside camping) pour charger ma voiture et rentrer à nouveau à l’intérieur du festival",overig,0.9988
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:30:41.878566+00:00,Toute sortie du festival est elle définitive ?,overig,0.9176
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:32:50.486156+00:00,Du coup avec mon billet lakeside je peux retourner au parking et revenir ensuite,overig,0.9238
ecae5c32-a624-4614-b7b7-06fdea193ba6,2026-08-30T08:34:10.027163+00:00,Quels sont les horaires d’ouverture et fermeture ?,overig,0.9935
ed0148ca-75d0-4456-a201-f2331528ecb5,2026-08-30T14:50:13.175247+00:00,Ik zie op het festivalterrein steeds een snelle rib varen kan ik daar tickets voor kopen om mee te varen?,nl,0.9826
ed4c7633-1163-46f1-8bb0-0e372819a6b2,2026-08-30T05:43:20.835072+00:00,Waar is straks het ontbijt buffet,nl,0.9919
ed4c7633-1163-46f1-8bb0-0e372819a6b2,2026-08-30T05:44:38.859135+00:00,Het is op de camping als het goed is,nl,0.6483
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,2026-08-30T10:00:50.885446+00:00,Stop massaging,und,0.4272
f19753cb-cc7e-40a7-a766-fd8f5ad0ff5c,2026-08-30T10:01:20.267011+00:00,"""STOP MESSAGING""",und,0.5064
f71d2e2b-7b2f-4834-b4ac-c79aaf5c16ed,2026-08-30T07:14:15.903519+00:00,Hello. Where i can ask if i lost my wallet last night. I lost all my finnish cards. Best regards Mirva,en,0.9048
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T00:01:54.223184+00:00,Where is the lost and found,en,0.6269
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T00:02:44.347333+00:00,Yes I am at the luxury district but found the wallet on the general camping where do I bring it,en,0.9306
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T07:33:52.826436+00:00,Is there any jump up or dnb on Sunday,en,0.7927
fb0a6b9b-abb5-4899-908d-6f7d41b2bf86,2026-08-30T15:04:38.183242+00:00,When does dr donk play,en,0.6018
fb418a67-4a0a-4be2-b590-4f523c1de981,2026-08-30T07:48:09.443717+00:00,Kann ich hier einfach Fragen auf deutsch stellen?,de,0.9942
